country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,marketing_auth_holder,shortage_start,estimated_end,status,reason,alternative,scraped_at
HU,Hungary,OGYEI,ANAFRANIL SR 75 mg retard tabletta,clomipramine,,20 X   - átlátszó buborékcsomagolásban,OGYI-T-02241/01,N06AA04,pharmaand GmbH,2026-03-09,2026-03-20,shortage,Szállítási vagy raktározási gondok,Egyedi import,2026-03-13T23:10:54.073196
HU,Hungary,OGYEI,"ANAPEN 300 mikrogramm/0,3 ml oldatos injekció elõretöltött fecskendõben",epinephrine (adrenaline),,1 X 1.05 ml elõretöltött fecskendõben,OGYI-T-09925/01,C01CA24,Bioprojet Pharma,2024-03-18,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.073196
HU,Hungary,OGYEI,"ANAPEN JUNIOR 150 mikrogramm/0,3 ml oldatos injekció elõretöltött fecskendõben",epinephrine (adrenaline),,1 X 0.3 ml elõretöltött fecskendõben,OGYI-T-09924/01,C01CA24,Bioprojet Pharma,2024-03-18,,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.073196
HU,Hungary,OGYEI,ANDROCUR 100 mg tabletta,cyproterone,,1 X 50 - buborékcsomagolásban,OGYI-T-01909/03,G03HA01,Advanz Pharma Ltd.,2025-10-27,,shortage,Piaci megfontolások,Egyedi import,2026-03-13T23:10:54.073196
HU,Hungary,OGYEI,ANDROCUR 100 mg tabletta,cyproterone,,1 X 60 - buborékcsomagolásban,OGYI-T-01909/04,G03HA01,Advanz Pharma Ltd.,2025-10-27,,shortage,Piaci megfontolások,Egyedi import,2026-03-13T23:10:54.073196
HU,Hungary,OGYEI,ANESIA 10 mg/ml emulziós injekció vagy infúzió,propofol,,1 X 50 ml injekciós üvegben,OGYI-T-22024/03,N01AX10,Baxter Holding B.V.,2021-04-28,,shortage,Megnövekedett igény,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.074197
HU,Hungary,OGYEI,ANESIA 10 mg/ml emulziós injekció vagy infúzió,propofol,,5 X 20 ml injekciós üvegben,OGYI-T-22024/02,N01AX10,Baxter Holding B.V.,2021-04-28,,shortage,Megnövekedett igény,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.074197
HU,Hungary,OGYEI,ANESIA 20 mg/ml emulziós injekció vagy infúzió,propofol,,1 X 50 ml injekciós üvegben,OGYI-T-22024/07,N01AX10,Baxter Holding B.V.,2021-04-28,,shortage,Megnövekedett igény,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.074197
HU,Hungary,OGYEI,ANIDULAFUNGIN-TEVA 100 mg por oldatos infúzióhoz való koncentrátumhoz,anidulafungin,,1 X   - injekciós üvegben,OGYI-T-23348/01,J02AX06,Teva Gyógyszergyár Zrt.,2022-09-23,,shortage,Piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.074197
HU,Hungary,OGYEI,ANTAETHYL 500 mg tabletta,disulfiram,,20 X   - tartályban,OGYI-T-02907/01,N07BB01,Neuraxpharm Hungary Kft,2023-02-08,,shortage,Piaci megfontolások,Egyedi import,2026-03-13T23:10:54.074197
HU,Hungary,OGYEI,ANTIFRONT BÉRES belsõleges cseppek,"ginger;Liquorice root;Melissa leaf;Green tea leaf;Turmeric, javanese",,1 X 30 ml üvegben,OGYI-TN-11/01,V03A,BÉRES Gyógyszergyár Zrt.,2025-06-30,2025-11-01,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.074197
HU,Hungary,OGYEI,ANTIFRONT BÉRES kemény kapszula,"ginger;Liquorice root;Melissa leaf;Turmeric, javanese;Mate leaf dry extract",,30 X   - tartályban,OGYI-TN-38/01,V03A,BÉRES Gyógyszergyár Zrt.,2014-12-10,,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.074197
HU,Hungary,OGYEI,ANVILDIS 50 mg tabletta,vildagliptin,,28 X   - buborékcsomagolásban,OGYI-T-23914/03,A10BH02,Vipharm S.A.,2026-02-02,2026-03-20,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.074197
HU,Hungary,OGYEI,AQUA DESTILLATA KABI oldószer parenterális készítményekhez,Water for injections,,20 X 10 ml ampulla,OGYI-T-21038/03,V07AB,Fresenius Kabi Hungary Kft.,2025-02-03,,shortage,Forgalmazás megszüntetése,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.075195
HU,Hungary,OGYEI,ARCOXIA  60 mg filmtabletta,etoricoxib,,14 X   - buborékcsomagolásban,OGYI-T-08825/06,M01AH05,Organon Hungary Kft.,2020-09-11,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.075195
HU,Hungary,OGYEI,ARCOXIA  60 mg filmtabletta,etoricoxib,,7 X   - buborékcsomagolásban,OGYI-T-08825/29,M01AH05,Organon Hungary Kft.,2016-11-10,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.075195
HU,Hungary,OGYEI,ARCOXIA  90 mg filmtabletta,etoricoxib,,14 X   - buborékcsomagolásban,OGYI-T-08825/08,M01AH05,Organon Hungary Kft.,2019-04-15,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.075195
HU,Hungary,OGYEI,ARCOXIA  90 mg filmtabletta,etoricoxib,,7 X   - buborékcsomagolásban,OGYI-T-08825/43,M01AH05,Organon Hungary Kft.,2015-09-10,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.075195
HU,Hungary,OGYEI,ARDUAN 4 mg por és oldószer oldatos injekcióhoz,pipecuronium bromide,,25 X   - injekciós üveg+oldószerampulla,OGYI-T-03611/01,M03AC06,Richter Gedeon Nyrt.,2026-02-10,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.075195
HU,Hungary,OGYEI,ARIPIPRAZOL STADA 15 mg tabletta,aripiprazole,,56 X   - buborékcsomagolásban,OGYI-T-22898/19,N05AX12,Stada Arzneimittel AG,2022-07-11,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.075195
HU,Hungary,OGYEI,ARIPIPRAZOL STADA 30 mg tabletta,aripiprazole,,28 X   - buborékcsomagolásban,OGYI-T-22898/27,N05AX12,Stada Arzneimittel AG,2022-07-11,,shortage,Szállítási vagy raktározási gondok,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.075195
HU,Hungary,OGYEI,ASDUTER 10 mg tabletta,aripiprazole,,28 X   - HDPE tartályban,OGYI-T-22835/13,N05AX12,Vipharm S.A.,2025-11-14,2026-05-31,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.075195
HU,Hungary,OGYEI,ASDUTER 15 mg tabletta,aripiprazole,,28 X   - HDPE tartályban,OGYI-T-22835/14,N05AX12,Vipharm S.A.,2026-02-27,2026-06-15,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.075195
HU,Hungary,OGYEI,ASPIRIN 500 mg tabletta,acetylsalicylic acid,,10 X   - átlátszó buborékcsomagolásban,OGYI-T-01505/02,N02BA01,Bayer Hungária Kft.,2015-11-30,,shortage,Gyártási gond,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.076323
HU,Hungary,OGYEI,ASPIRIN 500 mg tabletta,acetylsalicylic acid,,20 X   - átlátszó buborékcsomagolásban,OGYI-T-01505/03,N02BA01,Bayer Hungária Kft.,2015-11-30,,shortage,Gyártási gond,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.076323
HU,Hungary,OGYEI,ASPIRIN 500 mg tabletta,acetylsalicylic acid,,50 X   - átlátszó buborékcsomagolásban,OGYI-T-01505/07,N02BA01,Bayer Hungária Kft.,2015-11-30,,shortage,Gyártási gond,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.076323
HU,Hungary,OGYEI,ASPIRIN COMPLEX Forró Ital 500 mg/30 mg granulátum belsõleges szuszpenzióhoz,acetylsalicylic acid;pseudoephedrine hydrochloride,,10 X   - tasakban,OGYI-T-20613/03,N02BA01 / R01BA02,Bayer Hungária Kft.,2023-02-21,,shortage,Gyártási gond,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.076323
HU,Hungary,OGYEI,ASPIRIN COMPLEX Forró Ital 500 mg/30 mg granulátum belsõleges szuszpenzióhoz,acetylsalicylic acid;pseudoephedrine hydrochloride,,20 X   - tasakban,OGYI-T-20613/04,N02BA01 / R01BA02,Bayer Hungária Kft.,2022-09-29,,shortage,Gyártási gond,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.076323
HU,Hungary,OGYEI,ASPIRIN PLUS C FORTE 800 mg/480 mg pezsgõtabletta,acetylsalicylic acid;ascorbic acid,,20 X   - szalagcsomagolásban,OGYI-T-01507/04,N02BA51,Bayer Hungária Kft.,2026-01-30,2026-04-30,shortage,Megnövekedett igény,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.076323
HU,Hungary,OGYEI,ASPIRIN PROTECT 100 mg gyomornedv-ellenálló bevont tabletta,acetylsalicylic acid,,20 X   - buborékcsomagolásban,OGYI-T-05950/01,B01AC06,Bayer AG,2015-11-09,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.076323
HU,Hungary,OGYEI,ASPIRIN PROTECT 100 mg gyomornedv-ellenálló bevont tabletta,acetylsalicylic acid,,50 X   - buborékcsomagolásban,OGYI-T-05950/02,B01AC06,Bayer AG,2015-11-09,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.076323
HU,Hungary,OGYEI,ASTRIX 100 mg gyomornedv-ellenálló kemény kapszula,acetylsalicylic acid,,30 X   - buborékcsomagolásban,OGYI-T-03800/01,B01AC06,Teva Gyógyszergyár Zrt.,2026-01-13,2026-04-30,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.076323
HU,Hungary,OGYEI,ATORVASTATIN RIVOPHARM 10 mg filmtabletta,atorvastatin,,30 X   - buborékcsomagolásban,OGYI-T-10012/01,C10AA05,Holsten Pharma GmbH,2025-12-01,,shortage,Gyártási gond,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.077324
HU,Hungary,OGYEI,ATORVASTATIN-TEVA 10 mg filmtabletta,atorvastatin,,30 X   - buborékcsomagolásban,OGYI-T-22355/01,C10AA05,Teva Gyógyszergyár Zrt.,2025-10-01,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.077324
HU,Hungary,OGYEI,ATORVASTATIN-TEVA 20 mg filmtabletta,atorvastatin,,30 X   - buborékcsomagolásban,OGYI-T-22355/02,C10AA05,Teva Gyógyszergyár Zrt.,2025-10-28,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.077324
HU,Hungary,OGYEI,ATORVASTATIN-TEVA 40 mg filmtabletta,atorvastatin,,30 X   - buborékcsomagolásban,OGYI-T-22355/03,C10AA05,Teva Gyógyszergyár Zrt.,2025-10-01,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.077324
HU,Hungary,OGYEI,ATORVASTATIN-TEVA 80 mg filmtabletta,atorvastatin,,30 X   - buborékcsomagolásban,OGYI-T-22355/04,C10AA05,Teva Gyógyszergyár Zrt.,2025-10-28,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.077324
HU,Hungary,OGYEI,ATROCELA 1 mg filmtabletta,anastrozole,,100 X   - HDPE tartályban,OGYI-T-22075/06,L02BG03,Vipharm S.A.,2026-01-16,2026-03-31,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.077324
HU,Hungary,OGYEI,ATROFORT pezsgõtabletta,glucosamine,,20 X   - PP tartályban,OGYI-T-20761/01,M01AX05,BÉRES Gyógyszergyár Zrt.,2014-12-31,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.077324
HU,Hungary,OGYEI,AZZALURE 125 Speywood egység por oldatos injekcióhoz,botulinum toxin type A for injection,,2 X   - injekciós üvegben,OGYI-T-21618/02,M03AX01,Ipsen Pharma,2021-03-18,,shortage,Piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.077324
HU,Hungary,OGYEI,Abasaglar 100 egység/ml oldatos injekció patronban,insulin glargine,,10 X 3 ml patronban,EU/1/14/944/009,A10AE04,Eli Lilly Nederland B.V.,2026-01-01,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.077324
HU,Hungary,OGYEI,Actos 30 mg tabletta,pioglitazone,,28 X   - buborékcsomagolásban,EU/1/00/150/004,A10BG03,Cheplapharm Arzneimittel GmbH,2019-06-07,,shortage,Piaci megfontolások,Egyedi import,2026-03-13T23:10:54.078323
HU,Hungary,OGYEI,"Afinitor  2,5 mg tabletta",Everolimus,,30 X   - -,EU/1/09/538/009,L01XE10,Novartis Europharm Limited,2018-09-01,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.078323
HU,Hungary,OGYEI,Alimta 100 mg por oldatos infúzióhoz való koncentrátumhoz,pemetrexed,,1 X   - injekciós üvegben,EU/1/04/290/002,L01BA04,Eli Lilly Nederland B.V.,2018-04-18,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.078323
HU,Hungary,OGYEI,Alimta 500 mg por oldatos infúzióhoz való koncentrátumhoz,pemetrexed,,1 X   - injekciós üvegben,EU/1/04/290/001,L01BA04,Eli Lilly Nederland B.V.,2018-04-18,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.078323
HU,Hungary,OGYEI,Aloxi 250 mikrogramm oldatos injekció,palonosetron,,1 X 5 ml -,EU/1/04/306/001,A04AA05,Helsinn Birex Pharmaceuticals Ltd.,2025-03-31,,shortage,Piaci megfontolások,Azonos hatóanyag más gyógyszerformában elérhetõ,2026-03-13T23:10:54.078323
HU,Hungary,OGYEI,Aloxi 500 mikrogramm lágy kapszula,palonosetron,,1 X   - buborékcsomagolásban,EU/1/04/306/003,A04AA05,Helsinn Birex Pharmaceuticals Ltd.,2025-03-31,,shortage,Piaci megfontolások,Azonos hatóanyag más gyógyszerformában elérhetõ,2026-03-13T23:10:54.078323
HU,Hungary,OGYEI,Ammonaps 940 mg/g granulátum,sodium phenylbutyrate,,1 X 266 g tartályban,EU/1/99/120/003,A16AX03,Immedica Pharma AB,2021-04-20,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.078323
HU,Hungary,OGYEI,Apidra 100 Egység/ml oldatos injekció patronban,insulin glulisine,,5 X 3 ml,EU/1/04/285/008,A10AB06,sanofi-aventis Deutschland GmbH,2023-07-24,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.078323
HU,Hungary,OGYEI,Aprovel 150 mg tabletta,irbesartan,,28 X   - buborékcsomagolásban,EU/1/97/046/004,C09CA04,Sanofi Winthrop Industrie,2025-01-13,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.078323
HU,Hungary,OGYEI,Aprovel 300 mg tabletta,irbesartan,,28 X   - buborékcsomagolásban,EU/1/97/046/007,C09CA04,Sanofi Winthrop Industrie,2025-07-20,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.079322
HU,Hungary,OGYEI,Arava  10 mg filmtabletta,leflunomide,,30 X   - mûanyag tartályban,EU/1/99/118/003,L04AA13,sanofi-aventis Deutschland GmbH,2025-05-17,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.079322
HU,Hungary,OGYEI,Arava  20 mg filmtabletta,leflunomide,,30 X   - mûanyag tartályban,EU/1/99/118/007,L04AA13,sanofi-aventis Deutschland GmbH,2025-09-30,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.079322
HU,Hungary,OGYEI,Armisarte 25 mg/ml koncentrátum oldatos infúzióhoz,pemetrexed,,1 X 34 ml injekciós üvegben,EU/1/15/1063/004,L01BA04,Actavis Group PTC ehf.,2025-12-10,2026-06-25,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.079322
HU,Hungary,OGYEI,Armisarte 25 mg/ml koncentrátum oldatos infúzióhoz,pemetrexed,,1 X 40 ml injekciós üvegben,EU/1/15/1063/003,L01BA04,Actavis Group PTC ehf.,2025-07-29,2026-06-01,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.079322
HU,Hungary,OGYEI,Avastin 25 mg/ml koncentrátum oldatos infúzióhoz,bevacizumab,,1 X 16 ml injekciós üvegben,EU/1/04/300/002,L01XC07,Roche Registration GmbH,2022-09-01,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más hatáserõsségben elérhetõ,2026-03-13T23:10:54.079322
HU,Hungary,OGYEI,"Azomyr 0,5 mg/ml belsõleges oldat",desloratadine,,1 X 150 ml üvegben,EU/1/00/157/064,R06AX27,N.V. Organon,2017-12-20,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.079322
HU,Hungary,OGYEI,BABY LUUF illóolajos kenõcs,"Eucalyptus oil;Turpentine oil, rectified;Thyme oil",,1 X 30 g üveg tartályban,OGYI-TN-13/01,R05X,Apomedica GmbH,2012-12-31,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.079322
HU,Hungary,OGYEI,BATRAFEN 10 mg/g krém,ciclopirox,,1 X 20 g Al tubusban,OGYI-T-01164/02,D01AE14,"Zentiva, k.s.",2026-02-27,2026-03-30,shortage,"Hatóanyag, vagy egyéb alapanyag ellátási probléma",Azonos hatóanyag más gyógyszerformában elérhetõ,2026-03-13T23:10:54.080322
HU,Hungary,OGYEI,BEN-U-RON 500 mg tabletta,paracetamol,,20 X   - buborékcsomagolásban,OGYI-T-04662/01,N02BE01,Bene Arzneimittel GmbH,2021-09-16,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.080322
HU,Hungary,OGYEI,"BENDAMUSTINE ACCORD 2,5 mg/ml por oldatos infúzióhoz való koncentrátumhoz",bendamustine hydrochloride monohydrate,,5 X 100 mg injekciós üvegben,OGYI-T-22964/05,L01AA09,Accord Healthcare Polska Sp. z o.o.,2025-04-29,2026-04-30,shortage,Gyártási gond,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.080322
HU,Hungary,OGYEI,"BENDAMUSTINE ONKOGEN 2,5 mg/ml por oldatos infúzióhoz való koncentrátumhoz",bendamustine hydrochloride monohydrate,,5 X 100 mg injekciós üvegben,OGYI-T-22829/04,L01AA09,Onkogen Kft.,2025-12-15,,shortage,Adminisztratív okok,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.080322
HU,Hungary,OGYEI,BENELYTE oldatos infúzió,sodium chloride;potassium chloride;calcium chloride dihydrate;Magnesium chloride hexahydrate;sodium acetate trihydrate;glucose monohydrate,,10 X 500 ml LDPE palackban,OGYI-T-23178/03,B05BB02,Fresenius Kabi Hungary Kft.,2023-12-06,,shortage,Piaci megfontolások,Egyedi import,2026-03-13T23:10:54.080322
HU,Hungary,OGYEI,BERIPLEX P/N  500 por és oldószer oldatos injekcióhoz,"factor II, VII, IX, X",,1 X   - porüveg+oldószerüveg,OGYI-T-06408/01,B02BD01,CSL Behring GmbH,2026-01-05,2026-04-15,shortage,Megnövekedett igény,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.080322
HU,Hungary,OGYEI,BERIPLEX P/N 1000 por és oldószer oldatos injekcióhoz,"factor II, VII, IX, X",,1 X   - porüveg+oldószerüveg,OGYI-T-06408/02,B02BD01,CSL Behring GmbH,2026-01-05,2026-02-28,shortage,Megnövekedett igény,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.080322
HU,Hungary,OGYEI,BETAKLAV 400 mg/57 mg/5 ml por belsõleges szuszpenzióhoz,amoxicillin;clavulanic acid,,1 X 14 g palackban,OGYI-T-22869/14,J01CR02,"Krka d.d.,",2020-12-01,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.080322
HU,Hungary,OGYEI,BETAKLAV 500 mg/125 mg filmtabletta,amoxicillin;clavulanic acid,,21 X   - buborékcsomagolásban,OGYI-T-22869/18,J01CR02,"Krka d.d.,",2022-09-01,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.080322
HU,Hungary,OGYEI,BETAKLAV 875 mg/125 mg filmtabletta,amoxicillin;clavulanic acid,,14 X   - buborékcsomagolásban,OGYI-T-22869/22,J01CR02,"Krka d.d.,",2023-09-19,2026-12-31,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.081322
HU,Hungary,OGYEI,BETALOC  1 mg/ml oldatos injekció,metoprolol,,5 X 5 ml ampulla,OGYI-T-01815/01,C07AB02,Recordati Ireland Ltd.,2025-10-17,2026-04-17,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más gyógyszerformában elérhetõ,2026-03-13T23:10:54.081322
HU,Hungary,OGYEI,"BETESIL 2,25 mg gyógyszeres tapasz",betamethasone,,4 X   - tasakban,OGYI-T-20267/01,D07AC01,Ibsa Pharma Kft.,2010-05-30,,shortage,Piaci megfontolások,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.081322
HU,Hungary,OGYEI,BILASTINE TEVA 20 mg tabletta,bilastine,,30 X 1 - adagonként perforált buborékcsomagolásban,OGYI-T-23870/02,R06AX29,Teva B.V.,2025-10-08,,shortage,Gyártási gond,Ugyanabban vagy hasonló indikációban más gyógyszer elérhetõ,2026-03-13T23:10:54.081322
HU,Hungary,OGYEI,BILASTINE TEVA 20 mg tabletta,bilastine,,30 X 1 - adagonként perforált buborékcsomagolásban,OGYI-T-23870/03,R06AX29,Teva B.V.,2026-02-12,2026-03-31,shortage,Gyártási gond,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.081322
HU,Hungary,OGYEI,BILOBIL 40 mg kemény kapszula,"ginkgo dry extract, refined and quantified",,20 X   - buborékcsomagolásban,OGYI-T-22107/01,N06DX02,"Krka d.d.,",2022-03-31,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.081322
HU,Hungary,OGYEI,BILOBIL 40 mg kemény kapszula,"ginkgo dry extract, refined and quantified",,60 X   - buborékcsomagolásban,OGYI-T-22107/02,N06DX02,"Krka d.d.,",2021-04-01,,shortage,Piaci megfontolások,Ugyanaz a gyógyszer más kiszerelésben elérhetõ,2026-03-13T23:10:54.081322
HU,Hungary,OGYEI,BILOBIL FORTE 80 mg kemény kapszula,"ginkgo dry extract, refined and quantified",,20 X   - buborékcsomagolásban,OGYI-T-10148/01,N06DX02,"Krka d.d.,",2022-04-30,,shortage,Piaci megfontolások,Az OGYÉI által helyettesíthetõnek nyilvánított gyógyszer elérhetõ (helyettesíthetõségi lista),2026-03-13T23:10:54.081322
HU,Hungary,OGYEI,BISOGAMMA  5 mg filmtabletta,bisoprolol,,100 X   - buborékcsomagolásban,OGYI-T-09388/03,C07AB07,Wörwag Pharma GmbH&Co.KG,2025-11-03,,shortage,Piaci megfontolások,"Azonos hatóanyag, azonos gyógyszerformában elérhetõ",2026-03-13T23:10:54.082324
