country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,atc_code,authorisation_number,marketing_auth_holder,shortage_start,estimated_end,actual_end,status,reason,impact,scraped_at
BE,Belgium,FAMHP,Cimzia 200 mg (Abacus Medicine) inj. opl. s.c. voorgev. pen 2 x 1 ml Autoclicks,Certolizumab Pegol,,,4314332,L04AB05 Certolizumab Pegol,EU/1/09/544/005,Abacus Medicine a.s.,2025-01-01,2026-12-31,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Kali-Sterop 7.5 g/50 ml inf. opl. (conc.) i.v. flac. 50 x 50 ml,Potassium Chloride,,,2117448,B05XA01 Potassium Chloride,BE098831,Laboratoires Sterop SA-NV,2025-01-01,2026-12-31,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Kali-Sterop 7.5 g/50 ml inf. opl. (conc.) i.v. flac. 50 ml,Potassium Chloride,,,2117455,B05XA01 Potassium Chloride,BE098831,Laboratoires Sterop SA-NV,2025-01-01,2026-12-31,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Mycoflor 200 mg/ml opl. voor drinkwater 1 l,Florfenicol,,,4887097,QJ01BA90 Florfenicol,BE-V498631,S.P. Veterinaria S.A.,2024-12-31,2026-12-31,,unavailable,Andere reden,-,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Fluvex 50 mg/ml inj. opl. i.m./i.v. flac. 250 ml,Flunixin,,,2735991,QM01AG90 Flunixin,BE-V370176,S.P. Veterinaria S.A.,2024-12-31,2026-12-31,,unavailable,Andere reden,-,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Quinoflox 100 mg/ml opl. voor drinkwater 5 l,Enrofloxacin,,,4907853,QJ01MA90 Enrofloxacin,BE-V400434,Global Vet Health S.L.,2024-12-31,2026-12-31,,unavailable,Andere reden,-,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Fluvex 50 mg/ml inj. opl. i.m./i.v. flac. 100 ml,Flunixin,,,2735983,QM01AG90 Flunixin,BE-V370176,S.P. Veterinaria S.A.,2024-12-31,2026-12-31,,unavailable,Andere reden,-,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Coccibal 200 mg/ml opl. voor drinkwater 12 x 1 l,Amprolium,,,4907861,QP51AX09 Amprolium,BE-V418521,S.P. Veterinaria S.A.,2024-12-31,2026-12-31,,unavailable,Andere reden,-,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Coccibal 200 mg/ml opl. voor drinkwater 4 x 5 l,Amprolium,,,2977890,QP51AX09 Amprolium,BE-V418521,S.P. Veterinaria S.A.,2024-12-31,2026-12-31,,unavailable,Andere reden,-,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Quinoflox 100 mg/ml opl. voor drinkwater 12 x 1 l,Enrofloxacin,,,4887089,QJ01MA90 Enrofloxacin,BE-V400434,Global Vet Health S.L.,2024-12-31,2026-12-31,,unavailable,Andere reden,-,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,ColiVet S inj. opl. i.m. flac. 100 ml,Colistin Sulfate,,,1206853,QJ01XB01 Colistin,BE-V111483,Prodivet Pharmaceuticals SA-NV,2024-12-24,2026-08-31,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Sildenafil EG 50 mg (PI Pharma) filmomh. tabl. 24,Sildenafil,,,3722865,G04BE03 Sildenafil,1637PI0481F003,PI Pharma SA-NV,2024-12-19,2026-05-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Sildenafil EG 50 mg (PI Pharma) filmomh. tabl. 12,Sildenafil,,,3722873,G04BE03 Sildenafil,1637PI0481F003,PI Pharma SA-NV,2024-12-19,2026-05-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Bupropion Teva 300 mg tabl. geregul. afgifte 90,Bupropion Hydrochloride,,,4135745,N06AX12 Bupropion,BE548355,Teva B.V.,2024-12-17,2026-08-10,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.521635
BE,Belgium,FAMHP,Pomalidomide Viatris 1 mg harde caps. 14,Pomalidomide ,,,4789368,L04AX06 Pomalidomide,EU/1/23/1785/001,Viatris Ltd.,2024-12-13,2026-10-07,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Pomalidomide Viatris 1 mg harde caps. 21 (21 x 1) UD,Pomalidomide ,,,4789384,L04AX06 Pomalidomide,EU/1/23/1785/004,Viatris Ltd.,2024-12-13,2026-10-07,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Pomalidomide Viatris 2 mg harde caps. 14,Pomalidomide ,,,4789392,L04AX06 Pomalidomide,EU/1/23/1785/005,Viatris Ltd.,2024-12-13,2026-10-07,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Pomalidomide Viatris 2 mg harde caps. 21 (21 x 1) UD,Pomalidomide ,,,4789400,L04AX06 Pomalidomide,EU/1/23/1785/008,Viatris Ltd.,2024-12-13,2026-10-07,,unavailable,"Overmacht (staking, ramp, …)",Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Pomalidomide Viatris 3 mg harde caps. 21 (21 x 1) UD,Pomalidomide ,,,4789426,L04AX06 Pomalidomide,EU/1/23/1785/012,Viatris Ltd.,2024-12-13,2026-10-07,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Pomalidomide Viatris 4 mg harde caps. 21 (21 x 1) UD,Pomalidomide ,,,4789442,L04AX06 Pomalidomide,EU/1/23/1785/016,Viatris Ltd.,2024-12-13,2026-10-07,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Tricho Plus 200 mg pdr. voor drinkwater sachet 8 x 4 g,Ronidazol,,,0458273,QP51AA08 Ronidazole,BE-V149974,Oropharma SA-NV,2024-12-12,2026-12-31,,unavailable,Werkzaam bestanddeel niet beschikbaar,-,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Ornicure 150 mg/g pdr. voor drinkwater sachet 8 x 4 g,Doxycycline,,,3458544,QJ01AA02 Doxycycline,BE-V500782,Oropharma SA-NV,2024-12-12,2026-06-30,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Quetiapine AB 300 mg tabl. verl. afgifte 100,Quetiapine ,,,4653655,N05AH04 Quetiapine,BE660791,Aurobindo SA-NV,2024-12-10,2026-07-15,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Sertraline Viatris 100 mg filmomh. tabl. 100,Sertraline,,,2216190,N06AB06 Sertraline,BE270977,Viatris GX BV-SRL,2024-12-06,2027-01-04,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Sertraline Viatris 50 mg filmomh. tabl. 100,Sertraline,,,2216166,N06AB06 Sertraline,BE270952,Viatris GX BV-SRL,2024-12-04,2027-01-04,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Paliperidone Teva 75 mg inj. susp. verl. afgifte i.m. voorgev. spuit 0.75 ml,Paliperidone,,,4492971,N05AX13 Paliperidone,BE587893,Teva Pharma Belgium SA-NV,2024-12-04,2026-04-07,,unavailable,Vertraging in de productie,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Cimzia 200 mg (Orifarm) inj. opl. s.c. voorgev. spuit 2 x 1 ml,Certolizumab Pegol,,,4201802,L04AB05 Certolizumab Pegol,EU/1/09/544/001,Orifarm a.s.,2024-12-03,2026-10-31,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Spectoliphen 50 mg/ml - 100 mg/ml inj. opl. i.m. flac. 250 ml,"Spectinomycin, Lincomycin",,,3111622,"QJ01FF52 Lincomycin, combinations",BE-V445137,Kela SA-NV,2024-11-28,2026-12-31,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Pethisom 50 mg/1 ml inj. opl. i.m./i.v./s.c. amp. 100 x 1 ml,Pethidine Hydrochloride,,,3464245,N02AB02 Pethidine,BE489644,Laboratoires Sterop SA-NV,2024-11-28,2026-07-31,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Ciprofloxacine Teva 500 mg filmomh. tabl. 20,Ciprofloxacin,,,2729812,J01MA02 Ciprofloxacin,BE291453,Teva GmbH,2024-11-12,2027-02-22,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Stamaril inj. susp. (pdr. + oplosm.) i.m./s.c. voorgev. spuit + flac. 10 x 1 dosis + 10 x 0.5 ml,"Yellow Fever Virus (live, attenuated) ",,,2231926,"J07BL01 Yellow Fever, Live Attenuated",BE185062,Sanofi Winthrop Industrie S.A.,2024-11-09,2026-11-09,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Venlafaxine Retard AB 150 mg harde caps. verl. afgifte 28,Venlafaxine,,,2546240,N06AX16 Venlafaxine,BE319401,Aurobindo SA-NV,2024-11-08,2026-03-31,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Vizitrav 40 µg/ml oogdruppels opl. pomp 2.5 ml,Travoprost,,,3518370,S01EE04 Travoprost,BE503982,Bausch + Lomb Ireland ,2024-11-04,2026-06-30,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Sirupus Codeini Conforma 2.62 mg/ml siroop 1 l,Codeine,,,0157040,R05DA Opium Alkaloids and Derivatives,BE168314,Conforma SA-NV,2024-11-04,2026-06-27,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522169
BE,Belgium,FAMHP,Dextroforme 1 mg/ml siroop 1 l (< 360 ml),Dextromethorphan Hydrobromide,,,1154723,R05DA09 Dextromethorphan,BE171437,Conforma SA-NV,2024-11-04,2027-02-28,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Quetiapin Retard Sandoz 200 mg tabl. verl. afgifte 100,Quetiapine,,,4251823,N05AH04 Quetiapine,BE483386,Sandoz SA-NV,2024-10-31,2026-03-15,,unavailable,Vertraging in de vrijgave van het eindproduct,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Zolmitriptan Sandoz 2.5 mg orodisp. tabl. 24,Zolmitriptan,,,2970895,N02CC03 Zolmitriptan,BE396182,Sandoz SA-NV,2024-10-31,2027-02-15,,unavailable,Werkzaam bestanddeel niet beschikbaar,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Budesonide Teva 0.25 mg/ml vernevelsusp. amp. 60 x 2 ml,Budesonide,,,2886661,R03BA02 Budesonide,BE445982,Teva GmbH,2024-10-28,2026-08-03,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Sertraline Viatris 50 mg filmomh. tabl. 30,Sertraline,,,2216141,N06AB06 Sertraline,BE270952,Viatris GX BV-SRL,2024-10-28,2027-01-04,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Esomeprazole Viatris 20 mg harde maagsapresist. caps. 56,Esomeprazole,,,2886695,A02BC05 Esomeprazole,BE391151,Viatris GX BV-SRL,2024-10-25,2026-07-27,,unavailable,Hulpstof niet beschikbaar,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Canaural oordruppels susp. druppelfl. 25 ml,"Nystatin, Diethanolamine Fusidate, Prednisolone, Framycetin Sulfate",,,1423763,QS02CA01 Prednisolone and Antiinfectives,BE-V168673,Dechra Veterinary Products A/S,2024-10-22,2026-04-30,,unavailable,Andere reden,-,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Canaural oordruppels susp. druppelfl. 15 ml,"Nystatin, Diethanolamine Fusidate, Prednisolone, Framycetin Sulfate",,,1182567,QS02CA01 Prednisolone and Antiinfectives,BE-V168673,Dechra Veterinary Products A/S,2024-10-22,2026-04-30,,unavailable,Andere reden,-,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Tetravac inj. susp. i.m. voorgev. spuit 0.5 ml,"Poliovirus Type 1 (inactivated) , Diphtheria Toxoid Adsorbed (DT) , Tetanus Toxoid Adsorbed , Poliovirus Type 2 (inactivated) , Poliovirus Type 3 (inactivated) , Pertussis Toxoid Adsorbed (PT) , Bordetella Pertussis Filamentous Haemagglutinin Adsorbed (FHA) ",,,2231868,J07CA02 Diphtheria-Pertussis-Poliomyelitis-Tetanus,BE196122,Sanofi Winthrop Industrie S.A.,2024-10-15,2027-10-15,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Nebivolol Sandoz 5 mg tabl. 98,Nebivolol,,,3267895,C07AB12 Nebivolol,BE315646,Sandoz SA-NV,2024-10-11,2026-06-05,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Triaxis inj. susp. i.m./s.c. voorgev. spuit 1 dosis (0.5 ml),"Pertussis Toxoid Adsorbed (PT) , Diphtheria Toxoid Adsorbed (DT) , Bordetella Pertussis Fimbriae Type 2 and 3 Adsorbed (FIM) , Bordetella Pertussis Pertactin Adsorbed (PRN) , Bordetella Pertussis Filamentous Haemagglutinin Adsorbed (FHA) , Tetanus Toxoid Adsorbed ",,,3707767,"J07AJ52 Pertussis, Purified Antigen, Combinations with Toxoids",BE502222,Sanofi Winthrop Industrie S.A.,2024-10-04,2026-06-30,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Physio Sterop 90 mg/10 ml parent. oplosm. i.v. amp. 100 x 10 ml,Sodium Chloride,,,1847581,"V07AB Solvents and Diluting Agents, Incl. Irrigating Solutions",0301S 0098F012,Laboratoires Sterop SA-NV,2024-10-04,2026-07-31,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Dexmopet 0.5 mg/ml inj. opl. i.m./i.v. flac. 10 ml,Dexmedetomidine,,,3612512,QN05CM18 Dexmedetomidine,BE-V508462,Vetpharma Animal Health S.L.,2024-10-02,2026-07-01,,unavailable,Andere reden,-,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Effala 8 mg pleister sachet 8 (8 mg/4 cm²),Aminolevulinic Acid,,,3560448,L01XD04 Aminolevulinic Acid,BE457191,Photonamic GmbH & Co. KG,2024-10-01,2027-09-30,,unavailable,Andere reden,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Effala 8 mg pleister sachet 4 (8 mg/4 cm²),Aminolevulinic Acid,,,3560430,L01XD04 Aminolevulinic Acid,BE457191,Photonamic GmbH & Co. KG,2024-10-01,2027-09-30,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.522700
BE,Belgium,FAMHP,Polydexa 10 mg/ml - 1 mg/ml oordruppels opl. druppelfl. 10 ml,"Neomycin Sulfate, Dexamethasone Sodium Metasulfobenzoate, Polymyxin B Sulfate",,,0070441,S02CA06 Dexamethasone and Antiinfectives,BE096537,Therabel Pharma SA-NV,2024-10-01,2026-09-29,,unavailable,Andere reden,Aanpassing van de behandeling mogelijk (niet-levensnoodzakelijk geneesmiddel),2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Acetylsalicylzuur Panpharma 500 mg inj. opl. (pdr. + oplosm.) i.m./i.v. flac. + amp. 6 x 500 mg + 6 x 5 ml,Acetylsalicylic Acid,,,0139592,N02BA01 Acetylsalicylic Acid,BE042201,Panmedica S.A.S.,2024-10-01,2026-03-31,,unavailable,Andere reden,Invoer door de groothandelaar mogelijk,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Extencin 1 200 000 IE inj. opl. (pdr. + oplosm.) i.m. flac. + amp. 1.2 10*6 IE + 5 ml,Benzylpenicillin Benzathine,,,1527050,J01CE08 Benzathine Benzylpenicillin,BE004295,Laboratoires Delbert S.A.S.,2024-09-19,2026-08-31,,unavailable,Andere reden,Invoer door de groothandelaar mogelijk,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Urolina 4 mg harde caps. verl. afgifte 84,Tolterodine,,,2948289,G04BD07 Tolterodine,BE420996,Ceres Pharma SA-NV,2024-09-15,2026-03-31,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Zilium 10 mg tabl. 30,Domperidone,,,1624428,A03FA03 Domperidone,BE221392,Ceres Pharmaceuticals SA-NV,2024-09-09,2026-06-30,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Sterillium cut. opl. 100 ml,"Propanol, 2-Propanol, Mecetronium Etilsulfate",,,0127159,"D08AX53 Propanol, Combinations",BE192841,Bode Chemie GmbH,2024-08-30,2026-12-31,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Quetiapin Retard Sandoz 50 mg tabl. verl. afgifte 60,Quetiapine,,,4251872,N05AH04 Quetiapine,BE483360,Sandoz SA-NV,2024-08-29,2026-04-15,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Tramadol Krka 150 mg tabl. verl. afgifte 100,Tramadol Hydrochloride,,,3923695,N02AX02 Tramadol,BE535795,KRKA d.d. Novo mesto d.d.,2024-08-28,2026-04-02,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Esomeprazole Viatris 20 mg harde maagsapresist. caps. 28,Esomeprazole,,,2886687,A02BC05 Esomeprazole,BE391151,Viatris GX BV-SRL,2024-08-19,2026-07-27,,unavailable,Hulpstof niet beschikbaar,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Quetiapin Retard Sandoz 400 mg tabl. verl. afgifte 100,Quetiapine,,,4251849,N05AH04 Quetiapine,BE483404,Sandoz SA-NV,2024-08-14,2026-05-30,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Duloxetine Sandoz 30 mg harde maagsapresist. caps. 98,Duloxetine,,,3426533,N06AX21 Duloxetine,BE490115,Sandoz SA-NV,2024-08-09,2026-06-15,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Tolterodine Retard Teva 4 mg harde caps. verl. afgifte 28,Tolterodine,,,3140027,G04BD07 Tolterodine,BE426027,Teva Pharma Belgium SA-NV,2024-08-06,2026-08-03,,unavailable,Toegenomen vraag,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,NovoSeven 1 mg inj. opl. (pdr. + oplosm.) i.v. flac. 1 mg + 1 ml,Eptacog Alfa (Activated) ,,,2562809,B02BD08 Coagulation Factor VIIa,EU/1/96/006/008,Novo Nordisk a.s.,2024-07-15,2026-03-31,,unavailable,Vertraging in de productie,Invoer door de firma mogelijk,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,NovoSeven 5 mg inj. opl. (pdr. + oplosm.) i.v. flac. 5 mg + 5 ml,Eptacog Alfa (Activated) ,,,2562841,B02BD08 Coagulation Factor VIIa,EU/1/96/006/010,Novo Nordisk a.s.,2024-07-15,2026-03-31,,unavailable,Vertraging in de productie,Invoer door de firma mogelijk,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Tramadol Krka 150 mg tabl. verl. afgifte 60,Tramadol Hydrochloride,,,3923687,N02AX02 Tramadol,BE535795,KRKA d.d. Novo mesto d.d.,2024-06-28,2026-04-03,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Tramadol Krka 100 mg tabl. verl. afgifte 100,Tramadol Hydrochloride,,,3924818,N02AX02 Tramadol,BE535786,KRKA d.d. Novo mesto d.d.,2024-06-28,2026-04-02,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Lenalidomide Accord 2.5 mg harde caps. 21 (21 x 1) UD,Lenalidomide,,,4332276,L04AX04 Lenalidomide,EU/1/18/1316/002,Accord Healthcare S.L.U.,2024-06-26,2026-03-31,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Quetiapin Retard Sandoz 300 mg tabl. verl. afgifte 100,Quetiapine,,,4251799,N05AH04 Quetiapine,BE483395,Sandoz SA-NV,2024-06-21,2026-07-31,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Vetivex Ringer Lactate inf. opl. i.v. 10 x 1000 ml,"Potassium Chloride, Sodium Chloride, Sodium Lactate, Calcium Chloride ",,,3090321,QB05BB01 Electrolytes,BE-V442032,Dechra Regulatory B.V.,2024-06-10,2027-01-04,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Quetiapin Retard Sandoz 50 mg tabl. verl. afgifte 30,Quetiapine,,,4251864,N05AH04 Quetiapine,BE483360,Sandoz SA-NV,2024-06-07,2026-07-31,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Ozalin 2 mg/ml or. opl. amp. 10 x 5 ml,Midazolam,,,4213716,N05CD08 Midazolam,BE558382,Istituto Gentili S.r.l.,2024-06-01,2026-07-31,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Carprofelican 50 mg/ml inj. opl. i.v./s.c. flac. 20 ml,Carprofen,,,3109907,QM01AE91 Carprofen,BE-V442312,Dechra Regulatory B.V.,2024-06-01,2026-12-29,,unavailable,Vertraging in de productie,-,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Duloxetine Sandoz 60 mg harde maagsapresist. caps. 98,Duloxetine,,,3426558,N06AX21 Duloxetine,BE490142,Sandoz SA-NV,2024-05-24,2026-06-15,,unavailable,Toegenomen vraag,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Tixteller 550 mg filmomh. tabl. 56,Rifaximin,,,3499738,A07AA11 Rifaximin,BE433072,Alfasigma S.p.A.,2024-05-13,2026-06-30,,unavailable,Andere reden,Eén of twee alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Zolmitriptan Sandoz 2.5 mg orodisp. tabl. 12,Zolmitriptan,,,2889673,N02CC03 Zolmitriptan,BE396182,Sandoz SA-NV,2024-05-03,2027-02-15,,unavailable,Vertraging in de productie,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.523444
BE,Belgium,FAMHP,Emtricitabine/Tenofovir Disoproxil Krka 200 mg - 245 mg (Abacus Medicine) filmomh. tabl. 90 (3 x 30),"Emtricitabine, Tenofovir Disoproxil",,,4204459,J05AR03 Tenofovir Disoproxil and Emtricitabine,EU/1/16/1151/004,Abacus Medicine a.s.,2024-05-01,2026-04-29,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.524640
BE,Belgium,FAMHP,Emtricitabine/Tenofovir Disoproxil Mylan 200 mg - 245 mg (Abacus Medicine) filmomh. tabl. 30,"Emtricitabine, Tenofovir Disoproxil ",,,4183570,J05AR03 Tenofovir Disoproxil and Emtricitabine,EU/1/16/1133/001,Abacus Medicine a.s.,2024-05-01,2026-04-29,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.524640
BE,Belgium,FAMHP,Emtricitabine/Tenofovir Disoproxil Mylan 200 mg - 245 mg (Abacus Medicine) filmomh. tabl. 90 (3 x 30),"Emtricitabine, Tenofovir Disoproxil ",,,4193132,J05AR03 Tenofovir Disoproxil and Emtricitabine,EU/1/16/1133/002,Abacus Medicine a.s.,2024-05-01,2026-04-29,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.524640
BE,Belgium,FAMHP,Emtricitabine/Tenofovir Disoproxil Krka 200 mg - 245 mg (Abacus Medicine) filmomh. tabl. 30,"Emtricitabine, Tenofovir Disoproxil",,,4204467,J05AR03 Tenofovir Disoproxil and Emtricitabine,EU/1/16/1151/002,Abacus Medicine a.s.,2024-05-01,2026-04-29,,unavailable,Andere reden,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.524640
BE,Belgium,FAMHP,Fucithalmic 10 mg/g ooggel 5 g,Fusidic Acid,,,0674242,S01AA13 Fusidic Acid,BE144654,Amdipharm Ltd.,2024-05-01,2026-04-30,,unavailable,Vertraging in de vrijgave van het eindproduct,Aanpassing van de behandeling mogelijk,2026-03-12T15:52:43.524640
BE,Belgium,FAMHP,Busulfan Fresenius Kabi 6 mg/ml inf. opl. (conc.) i.v. flac. 8 x 10 ml,Busulfan,,,4823423,L01AB01 Busulfan,EU/1/14/951/001,Fresenius Kabi Deutschland GmbH,2024-04-15,2026-03-13,,unavailable,Vertraging in de productie,Invoer door de apotheker mogelijk,2026-03-12T15:52:43.524640
BE,Belgium,FAMHP,Tramadol Krka 100 mg tabl. verl. afgifte 60,Tramadol Hydrochloride,,,3923745,N02AX02 Tramadol,BE535786,KRKA d.d. Novo mesto d.d.,2024-04-01,2026-04-02,,unavailable,Vertraging in de productie,Minstens drie alternatieve verpakkingen beschikbaar,2026-03-12T15:52:43.524640
