country_code,country_name,source,medicine_name,active_substance,strength,package_size,product_no,shortage_start,estimated_end,last_updated,status,scraped_at,atc_code,prk
FR,France,ANSM,"Alkonatrem 150 mg, gélule",chlorhydrate de déméclocycline,,,,,,2026-06-17,shortage,2026-09-21T13:18:24.761468,J01AA06,
FR,France,ANSM,"Méthylphénidate Viatris LP, comprimé à libération prolongée",méthylphénidate (chlorhydrate de),,,,,2026-06-16,2026-06-17,resolved,2026-09-21T13:18:24.761483,N06BA04,
FR,France,ANSM,"Spécialités à base de propranolol 40 mg, comprimé",chlorhydrate de propranolol,,,,,,2026-06-17,supply tension,2026-09-21T13:18:24.761495,C07AA05,5711
FR,France,ANSM,"Rispéridone 0,5 mg, 1 mg, 2 mg et 4 mg, comprimé orodispersible - [rispéridone]",,,,,,,2026-06-16,supply tension,2026-09-21T13:18:24.761507,,
FR,France,ANSM,"Norcholesterol iodé [131I] CIS Bio International 7,5 à 15 MBq/mL solution injectable [Référence: Norchol-131]",6-iodométhylnorcholestérol [131 I,,,,,2026-05-29,2026-06-16,resolved,2026-09-21T13:18:24.761523,,
FR,France,ANSM,"Dectancyl 0,5 mg, comprimé",dexaméthasone (acétate de),,,,,,2026-06-15,supply tension,2026-09-21T13:18:24.761534,H02AB02,42285
FR,France,ANSM,"Chibroxine 0,3%, collyre en solution",norfloxacine,,,,,,2026-06-15,supply tension,2026-09-21T13:18:24.761545,J01MA06,22101
FR,France,ANSM,"Ogivri 420 mg, poudre pour solution à diluer pour perfusion",trastuzumab,,,,,2026-06-15,2026-06-15,resolved,2026-09-21T13:18:24.761560,L01FD01,150975
FR,France,ANSM,"Varivax, poudre et solvant pour suspension injectable en seringue préremplie. Vaccin varicelleux (vivant)","virus de la varicelle souche Oka (vivant, atténué) ((mammifères/humain/cellules diploïdes MRC-5))",,,,,2026-06-09,2026-06-11,resolved,2026-09-21T13:18:24.761576,,
FR,France,ANSM,"Méthylphénidate EG LP 36 mg et 54 mg, comprimé à libération prolongée",méthylphénidate (chlorhydrate de),,,,,2026-06-10,2026-06-10,resolved,2026-09-21T13:18:24.761591,N06BA04,
FR,France,ANSM,"Largactil 100 mg, comprimé pelliculé sécable",chlorpromazine (chlorhydrate de),,,,,,2026-06-09,supply tension,2026-09-21T13:18:24.761602,N05AA01,
FR,France,ANSM,Rispéridone 3 mg comprimé orodispersible,rispéridone,,,,,,2026-06-09,shortage,2026-09-21T13:18:24.761614,N05AX08,37737
FR,France,ANSM,"Ropinirole EG 2 mg, comprimé pelliculé",ropinirole (chlorhydrate de),,,,,,2026-06-08,supply tension,2026-09-21T13:18:24.761625,N04BC04,48151
FR,France,ANSM,"Cynomel 0,025 mg, comprimé sécable",liothyronine sodique,,,,,,2026-06-08,discontinued,2026-09-21T13:18:24.761636,H03AA02,4634
FR,France,ANSM,"Rovamycine 1,5 millions UI, lyophilisat pour usage parentéral",spiramycine,,,,,2026-06-08,2026-06-08,resolved,2026-09-21T13:18:24.761652,J01FA02,
FR,France,ANSM,"Tarka LP 180 mg/2 mg, comprimé pelliculé à libération prolongée, boite de 30 comprimés et de 90 comprimés",trandolapril/vérapamil (chlorhydrate de),,,,,,2026-06-04,supply tension,2026-09-21T13:18:24.761664,,
FR,France,ANSM,"Tarka LP 240 mg/2 mg, comprimé pelliculé à libération prolongée, boite de 30 comprimés et de 90 comprimés",trandolapril/vérapamil (chlorhydrate de),,,,,,2026-06-04,supply tension,2026-09-21T13:18:24.761677,,
FR,France,ANSM,"Tarka LP 240 mg/4 mg, comprimé pelliculé à libération prolongée, boite de 90 comprimés",trandolapril/vérapamil (chlorhydrate de),,,,,,2026-06-04,supply tension,2026-09-21T13:18:24.761689,,
FR,France,ANSM,"Tarka LP 240 mg/4 mg, comprimé pelliculé à libération prolongée, boite de 30 comprimés",trandolapril/vérapamil (chlorhydrate de),,,,,,2026-06-04,supply tension,2026-09-21T13:18:24.761701,,
FR,France,ANSM,"Parlodel 2,5 mg, comprimé sécable",bromocriptine (mésilate de),,,,,2026-05-29,2026-05-29,resolved,2026-09-21T13:18:24.761715,G02CB01,3239
FR,France,ANSM,"Extencilline 1,2 MUI, poudre et solvant pour suspension injectable IM",benzathine benzylpénicilline,,,,,2026-05-04,2026-05-28,resolved,2026-09-21T13:18:24.761730,J01CE08,132675
FR,France,ANSM,"Extencilline 2,4 MUI, poudre et solvant pour suspension injectable IM",benzathine benzylpénicilline,,,,,2026-05-04,2026-05-28,resolved,2026-09-21T13:18:24.761745,J01CE08,132675
FR,France,ANSM,"Cimzia 200 mg, solution injectable en stylo prérempli",certolizumab pégol,,,,,,2026-05-27,supply tension,2026-09-21T13:18:24.761757,L04AB05,137219
FR,France,ANSM,"Etopophos 100 mg, lyophilisat pour usage parentéral",étoposide,,,,,2026-05-26,2026-05-26,resolved,2026-09-21T13:18:24.761773,L01CB01,
FR,France,ANSM,"Novorapid Pumpcart 100 unités/ml, solution injectable en cartouche",insuline asparte ((levure/saccharomyces cerevisiae)),,,,,,2026-05-22,supply tension,2026-09-21T13:18:24.761785,,
FR,France,ANSM,"Izalgi 500 mg/25 mg, gélule","opium (poudre d'), paracétamol",,,,,,2026-05-22,supply tension,2026-09-21T13:18:24.761797,,
FR,France,ANSM,"Acide acétylsalicylique 75 mg, , comprimé gastro-résistant",acide acétylsalicylique,,,,,,2026-05-21,supply tension,2026-09-21T13:18:24.761808,B01AC06,
FR,France,ANSM,"Tranxène 20 mg/2 ml, lyophilisat et solution pour usage parentéral",clorazépate dipotassique,,,,,,2026-05-21,shortage,2026-09-21T13:18:24.761820,N05BA02,
FR,France,ANSM,"Hydrocortisone Upjohn 100 mg, préparation injectable",hydrocortisone (hydrogénosuccinate sodique d'),,,,,2026-05-21,2026-05-21,resolved,2026-09-21T13:18:24.761835,A01AC03,
FR,France,ANSM,"Tétracaïne 1% Théa, collyre en solution en récipient unidose",chlorhydrate de tétracaïne,,,,,,2026-05-20,shortage,2026-09-21T13:18:24.761846,N01BA02,
FR,France,ANSM,"Norfloxacine EG 400 mg, comprimé pelliculé",norfloxacine,,,,,2026-05-20,2026-05-20,resolved,2026-09-21T13:18:24.761860,J01MA06,22101
FR,France,ANSM,"Endoxan 50 mg, comprimé enrobé",cyclophosphamide,,,,,,2026-05-19,supply tension,2026-09-21T13:18:24.761872,L01AA01,957
FR,France,ANSM,"Vancomycine Viatris 125 mg, poudre pour solution à diluer pour perfusion-vancomycine",chlorhydrate de,,,,,2026-05-07,2026-05-19,resolved,2026-09-21T13:18:24.761889,,
FR,France,ANSM,"Fiasp Pumpcart 100 unités/ml, solution injectable en cartouche",insuline asparte (levure/saccharomyces cerevisiae),,,,,2026-05-15,2026-05-18,resolved,2026-09-21T13:18:24.761905,,
FR,France,ANSM,"Fiasp Flextouch 100 unités/ml, solution injectable en stylo prérempli",insuline asparte ((levure/saccharomyces cerevisiae)),,,,,2026-05-15,2026-05-18,resolved,2026-09-21T13:18:24.761921,,
FR,France,ANSM,"Persantine 10 mg/2 mL, solution injectable, ampoule",dipyridamole,,,,,2026-05-18,2026-05-18,resolved,2026-09-21T13:18:24.761936,B01AC07,143677
FR,France,ANSM,"Toujeo 300 unités/ml DoubleStar, solution injectable en stylo prérempli",insuline glargine ((bactérie/Escherichia Coli)),,,,,2026-05-15,2026-05-18,resolved,2026-09-21T13:18:24.761951,,
FR,France,ANSM,"Mitomycine Accord 20 mg, poudre pour solution injectable / perfusion ou voie intravésicale",mitomycine,,,,,,2026-05-13,supply tension,2026-09-21T13:18:24.761964,L01DC03,
FR,France,ANSM,"Un-Alfa 0,10 microgramme, solution buvable en gouttes",alfacalcidol,,,,,2025-11-19,2026-05-13,resolved,2026-09-21T13:18:24.761979,A11CC03,
FR,France,ANSM,"Cyanokit 5 g, poudre pour solution pour perfusion",hydroxocobalamine,,,,,2026-05-12,2026-05-12,resolved,2026-09-21T13:18:24.761995,B03BA03,
FR,France,ANSM,"Lonquex 6 mg/0,6 mL, solution injectable",lipegfilgrastim ((bacterie/escherichia coli)),,,,,,2026-05-07,supply tension,2026-09-21T13:18:24.762006,,
FR,France,ANSM,"Ritonavir Arrow 100 mg, comprimé pelliculé",ritonavir,,,,,,2026-05-07,shortage,2026-09-21T13:18:24.762017,J05AE03,94064
FR,France,ANSM,"Biltricide 600 mg, comprimé pelliculé quadrisécable",praziquantel,,,,,,2026-05-06,shortage,2026-09-21T13:18:24.762028,P02BA01,23604
FR,France,ANSM,"Omjjara 100 mg, comprimé pelliculé",momélotinib (dichlorhydrate de),,,,,2026-05-06,2026-05-06,resolved,2026-09-21T13:18:24.762044,L01EJ04,
FR,France,ANSM,"Tegretol 20 mg/ml, suspension buvable",carbamazépine,,,,,2026-05-06,2026-05-06,resolved,2026-09-21T13:18:24.762058,N03AF01,515
FR,France,ANSM,"Ipratropium Teva 0,5 mg/2 ml adultes, solution pour inhalation par nébuliseur en récipient unidose – [ipratropium (bromure d')",,,,,,2026-03-24,2026-05-05,resolved,2026-09-21T13:18:24.762077,,
FR,France,ANSM,"Maginjectable 0,8 pour cent, solution injectable",magnésium (pidolate de),,,,,2026-01-19,2026-05-05,resolved,2026-09-21T13:18:24.762094,,
FR,France,ANSM,"Sibnayal 8 mEq, granulés à libération prolongée",potassium (bicarbonate de) /potassium (citrate de),,,,,2026-04-01,2026-05-05,resolved,2026-09-21T13:18:24.762109,,
FR,France,ANSM,"Fluvoxamine 100 mg, comprimé pelliculé sécable",fluvoxamine (maléate de),,,,,2026-04-14,2026-05-05,resolved,2026-09-21T13:18:24.762123,N06AB08,42021
FR,France,ANSM,"Pylera 140 mg/125 mg/125 mg, gélule",bismuth potassique (sous-citrate de) /métronidazole /tétracycline (chlorhydrate de),,,,,2025-11-01,2026-05-04,resolved,2026-09-21T13:18:24.762139,,
FR,France,ANSM,"Imukin 2 X 10⁶ UI (0,1 mg), solution injectable",interféron gamma-1b,,,,,2026-05-04,2026-05-04,resolved,2026-09-21T13:18:24.762153,L03AB03,37362
FR,France,ANSM,"Cardiorythmine 50 mg/10 ml, solution injectable",ajmaline,,,,,,2026-05-04,discontinued,2026-09-21T13:18:24.762165,C01BA05,
FR,France,ANSM,"Digidot 80mg, poudre pour solution pour perfusion (Digifab importation)",Fragment Fab d’immunoglobuline antidigitalique ovin,,,,,,2026-04-28,discontinued,2026-09-21T13:18:24.762176,,
FR,France,ANSM,"Imogam Rage 150 UI/mL, solution injectable",Immunoglobuline humaine rabique,,,,,,2026-04-28,discontinued,2026-09-21T13:18:24.762188,,
FR,France,ANSM,"Lyrica 20 mg/ml, solution buvable",prégabaline,,,,,2026-04-27,2026-04-27,resolved,2026-09-21T13:18:24.762202,N02BF02,199303
FR,France,ANSM,"Dopamine Viatris 40 mg/ml, solution pour perfusion",dopamine (chlorhydrate de),,,,,2026-04-24,2026-04-27,resolved,2026-09-21T13:18:24.762217,C01CA04,17744
FR,France,ANSM,"Mitomycine Accord 10 mg, poudre pour solution injectable / perfusion ou voie intravésicale",mitomycine,,,,,,2026-04-24,shortage,2026-09-21T13:18:24.762229,L01DC03,200212
FR,France,ANSM,"Protexel 50 UI/mL, poudre et solvant pour solution injectable",protéine C humaine,,,,,2026-04-22,2026-04-22,resolved,2026-09-21T13:18:24.762244,,
FR,France,ANSM,"Zypadhera 405 mg, poudre et solvant pour suspension injectable à libération prolongée",olanzapine (pamoate d') monohydraté,,,,,2026-04-21,2026-04-21,resolved,2026-09-21T13:18:24.762260,N05AH03,90212
FR,France,ANSM,"Ogivri 150 mg, poudre pour solution à diluer pour perfusion",trastuzumab,,,,,2026-04-17,2026-04-17,resolved,2026-09-21T13:18:24.762275,L01FD01,57991
FR,France,ANSM,"Claventin 3g/200 mg et 5g/200 mg, poudre pour solution injectable (I.V.)","ticarcilline (sodique), acide clavulanique",,,,,,2026-04-14,shortage,2026-09-21T13:18:24.762288,,
FR,France,ANSM,"Spécialités à base de Venlafaxine LP 37,5 mg et LP 75 mg en gélule à libération prolongée",venlafaxine,,,,,,2026-04-13,supply tension,2026-09-21T13:18:24.762300,N06AX16,
FR,France,ANSM,"Parlodel 5 mg et 10 mg, gélule",bromocriptine (mésilate de),,,,,2026-04-10,2026-04-10,resolved,2026-09-21T13:18:24.762315,G02CB01,3239
FR,France,ANSM,"Scopoderm TTS 1 mg/72 heures, dispositif transdermique",scopolamine,,,,,2026-04-01,2026-04-09,resolved,2026-09-21T13:18:24.762330,A04AD01,18082
FR,France,ANSM,"Paclitaxel AHCL 6 mg/ml, solution à diluer pour perfusion - flacons de 50 ml et 100 ml",paclitaxel,,,,,,2026-04-09,supply tension,2026-09-21T13:18:24.762341,L01CD01,
FR,France,ANSM,"Endoxan 500 et 1000 mg, poudre pour solution injectable",cyclophosphamide,,,,,,2026-04-07,supply tension,2026-09-21T13:18:24.762353,L01AA01,
FR,France,ANSM,"Zinnat 125 mg/5 ml enfants et nourrissons, granulés pour suspension buvable en flacon",céfuroxime axétil,,,,,2026-04-03,2026-04-03,resolved,2026-09-21T13:18:24.762368,J01DC02,
FR,France,ANSM,"Octim 150 microgrammes/dose, solution pour pulvérisation nasale",acétate de desmopressine trihydraté,,,,,2026-03-24,2026-04-02,resolved,2026-09-21T13:18:24.762383,H01BA02,40460
FR,France,ANSM,"Lantus Solostar 100 unités/ ml, solution injectable en stylo prérempli",insuline glargine,,,,,,2026-04-02,supply tension,2026-09-21T13:18:24.762395,A10AE04,121312
FR,France,ANSM,"Tolvaptan Biogaran 15 mg, comprimé + Tolvaptan Biogaran 45 mg, comprimé - [tolvaptan]",,,,,,2026-03-17,2026-04-02,resolved,2026-09-21T13:18:24.762410,,
FR,France,ANSM,"Pulmocis 2 mg, trousse pour préparation radiopharmaceutique",albumine humaine plasmatique (macroagrégats d'),,,,,2026-03-31,2026-04-02,resolved,2026-09-21T13:18:24.762425,,
FR,France,ANSM,"Fivasa 400 mg, comprimé enrobé gastrorésistant",mésalazine,,,,,,2026-04-01,supply tension,2026-09-21T13:18:24.762436,A07EC02,24538
FR,France,ANSM,"Gemcitabine Sun 10 mg/mL, solution pour perfusion en poche de 120 ml",gemcitabine (chlorhydrate de),,,,,,2026-04-01,shortage,2026-09-21T13:18:24.762448,L01BC05,
FR,France,ANSM,"Lénalidomide Mylan, gélule",lénalidomide,,,,,2026-03-26,2026-03-26,resolved,2026-09-21T13:18:24.762463,L04AX04,
FR,France,ANSM,"Rifamycine Chibret 1000 000 UI pour cent, collyre en solution",rifamycine sodique,,,,,2026-03-25,2026-03-25,resolved,2026-09-21T13:18:24.762478,J04AB02,
FR,France,ANSM,"Xenpozyme 20 mg, poudre pour solution à diluer pour perfusion",olipudase alfa,,,,,,2026-03-17,supply tension,2026-09-21T13:18:24.762489,A16AB25,
FR,France,ANSM,"Ritonavir Viatris 100 mg, comprimé pelliculé",ritonavir,,,,,,2026-03-12,shortage,2026-09-21T13:18:24.762501,J05AE03,94064
FR,France,ANSM,"Soludactone 100 mg et 200 mg, lyophilisat et solution pour usage parentéral",canrénoate de potassium / trométamol,,,,,,2026-03-05,discontinued,2026-09-21T13:18:24.762513,,
FR,France,ANSM,"Méthylprednisolone Viatris 40 mg, poudre pour solution injectable (IM-IV)",méthylprednisolone (hydrogénosuccinate de),,,,,,2026-03-05,supply tension,2026-09-21T13:18:24.762525,H02AB04,388
FR,France,ANSM,"Methylprednisolone Viatris 120 mg, poudre pour solution injectable (IM-IV)",méthylprednisolone (hydrogénosuccinate de),,,,,,2026-03-05,supply tension,2026-09-21T13:18:24.762536,H02AB04,
FR,France,ANSM,"Pipéracilline Panpharma 4 g, poudre pour solution injectable (I.M., I.V.)",pipéracilline sodique,,,,,,2026-03-04,supply tension,2026-09-21T13:18:24.762548,J01CR05,
FR,France,ANSM,"Plasmion, solution pour perfusion",Gélatine fluide modifiée partiellement hydrolysée et succinylée,,,,,,2026-02-26,supply tension,2026-09-21T13:18:24.762559,,
FR,France,ANSM,"Hydrocortisone Substipharm 100 mg, lyophilisat (flacon) et solution pour usage parentéral",hydrocortisone (hydrogénosuccinate d'),,,,,,2026-02-25,supply tension,2026-09-21T13:18:24.762571,A01AC03,
FR,France,ANSM,"Minirin 2,5 μg/dose, solution pour pulvérisation nasale",desmopressine,,,,,,2026-02-20,discontinued,2026-09-21T13:18:24.762582,H01BA02,
FR,France,ANSM,"Gastrografine 370 mg d'iode/mL, solution buvable ou rectale",amidotrizoate de sodium/méglumine (amidotrizoate de),,,,,,2026-02-18,shortage,2026-09-21T13:18:24.762594,,
FR,France,ANSM,Coli-genta AP-HP 27 mg – 50 mg gélule enfant,colistine ; gentamicine,,,,,,2026-02-17,shortage,2026-09-21T13:18:24.762605,,
FR,France,ANSM,"Fer AP-HP 2,5 mg nourrisson gélule",fer (sous forme de sulfate ferreux heptahydraté),,,,,,2026-02-17,shortage,2026-09-21T13:18:24.762616,B03AA07,
FR,France,ANSM,"Lepticur 10 mg, comprimé",tropatépine (chlorhydrate de),,,,,,2026-02-12,supply tension,2026-09-21T13:18:24.762627,N04AA12,
FR,France,ANSM,"Farmorubicine 10 mg, poudre pour solution pour perfusion",épirubicine (chlorhydrate d'),,,,,,2026-02-11,shortage,2026-09-21T13:18:24.762638,L01DB03,
FR,France,ANSM,"Vitamine A Dulcis 25 000 U.I. pour 100 g, pommade ophtalmique - (importation de Vitamine A Blache)","concentrât de vitamine A synthétique, forme huileuse",,,,,,2026-01-30,discontinued,2026-09-21T13:18:24.762650,,
FR,France,ANSM,"Ioméron 250, 350 et 400 mg Iode/mL, solution injectable en 50-100-200 et 500 mL - [ioméprol]",,,,,,,2026-01-15,supply tension,2026-09-21T13:18:24.762662,,
FR,France,ANSM,"Rispéridone L.P. 25 mg/2 ml, 37,5 mg/2 ml et 50 mg/2 ml, poudre et solvant pour suspension injectable à libération prolongée en seringue préremplie",rispéridone,,,,,,2026-01-07,shortage,2026-09-21T13:18:24.762675,N05AX08,
FR,France,ANSM,"Atropine 0,3%, collyre",atropine (sulfate),,,,,,2026-01-06,discontinued,2026-09-21T13:18:24.762687,S01FA01,
FR,France,ANSM,"Colofoam, mousse rectale",acétate d'hydrocortisone,,,,,,2025-12-22,shortage,2026-09-21T13:18:24.762698,H02AB01,
FR,France,ANSM,Immunoglobuline humaine normale IV et SC (à base de),Immunoglobuline humaine normale (IgG),,,,,,2025-12-08,supply tension,2026-09-21T13:18:24.762709,J06BA01,
FR,France,ANSM,"Néosynéphrine 10 % Faure, collyre en solution",phényléphrine,,,,,,2025-11-19,supply tension,2026-09-21T13:18:24.762721,C01CA24,
FR,France,ANSM,"Néosynéphrine 5 % Faure, collyre en solution",phényléphrine,,,,,,2025-11-19,supply tension,2026-09-21T13:18:24.762732,C01CA24,
FR,France,ANSM,"Tildiem 100 mg, poudre pour solution injectable (IV)",diltiazem (chlorhydrate de),,,,,,2025-11-07,discontinued,2026-09-21T13:18:24.762743,C05AE03,
FR,France,ANSM,"Pentasa 1 g et 2 g, granulés en sachet et Pentasa 1 g, suppositoire",mésalazine,,,,,,2025-10-31,supply tension,2026-09-21T13:18:24.762755,A07EC02,
FR,France,ANSM,"Gamme NeoRecormon, solution injectable en seringue préremplie",époétine béta,,,,,,2025-10-28,supply tension,2026-09-21T13:18:24.762766,B03XA01,
FR,France,ANSM,"Eurobiol 40 000 U, gélule gastro-résistante",poudre de pancréas,,,,,,2025-10-08,supply tension,2026-09-21T13:18:24.762777,A09AA02,
FR,France,ANSM,"Lasilix Retard 60 mg, gélule",furosémide,,,,,,2025-10-06,discontinued,2026-09-21T13:18:24.762789,C03CA01,20877
FR,France,ANSM,"Pegasys 90 microgrammes, 135 microgrammes et 180 microgrammes solution injectable en seringue préremplie",peginterféron alfa-2a,,,,,2025-10-06,2025-10-06,resolved,2026-09-21T13:18:24.762804,L03AB11,
FR,France,ANSM,"Vitamine B12 Gerda 1000 µg/4 ml, solution injectable (IM) et buvable",cyanocobalamine,,,,,,2025-09-12,supply tension,2026-09-21T13:18:24.762816,B03BA01,
FR,France,ANSM,"Myozyme 50 mg, poudre pour solution à diluer pour perfusion",alglucosidase alfa ((mammifère/hamster/cellules cho)),,,,,,2025-09-09,supply tension,2026-09-21T13:18:24.762827,,
FR,France,ANSM,"Granupas 4 g, granulés gastro-résistants",aminosalicylique (acide),,,,,,2025-08-22,shortage,2026-09-21T13:18:24.762838,A07EC01,
FR,France,ANSM,"Méthylprednisolone Viatris 20 mg, poudre pour solution injectable (IM-IV)",méthylprednisolone (hydrogénosuccinate de),,,,,,2025-08-13,shortage,2026-09-21T13:18:24.762850,H02AB04,
FR,France,ANSM,"Ludiomil 25 et 75 mg, comprimé pelliculé",maprotiline (chlorhydrate de),,,,,,2025-07-31,shortage,2026-09-21T13:18:24.762861,N06AA21,
FR,France,ANSM,"Calciparine sous-cutanée 12 500 UI/0,5 ml, solution injectable",héparine calcique,,,,,,2025-07-15,supply tension,2026-09-21T13:18:24.762873,B01AB01,
FR,France,ANSM,"Ozalin 2 mg/mL, solution buvable en récipient unidose",midazolam,,,,,2026-07-07,2025-07-07,resolved,2026-09-21T13:18:24.762888,N05CD08,209880
FR,France,ANSM,"Kanokad 25 UI/mL de facteur IX, poudre et solvant pour solution injectable – Flacon de 250 UI (10 ml) et de 500 UI (20 ml)",,,,,,,2025-06-17,shortage,2026-09-21T13:18:24.762900,,
FR,France,ANSM,"Quetiapine LP (Xeroquel LP) 50 mg, 300 mg et 400 mg comprimé à libération prolongée",quétiapine (fumarate de),,,,,,2025-05-27,supply tension,2026-09-21T13:18:24.762913,N05AH04,
FR,France,ANSM,"Baqsimi 3 mg, poudre nasale en récipient unidose",glucagon,,,,,,2025-05-09,supply tension,2026-09-21T13:18:24.762924,H04AA01,205079
FR,France,ANSM,"Sectral LP 500 mg, comprimé pelliculé à libération prolongée",acébutolol (chlorhydrate d'),,,,,,2025-04-23,shortage,2026-09-21T13:18:24.762936,C07AB04,7218
FR,France,ANSM,"Clopidogrel 75 mg, comprimé pelliculé",clopidogrel (hydrogénosulfate de),,,,,,2025-03-27,supply tension,2026-09-21T13:18:24.762947,B01AC04,124559
FR,France,ANSM,"Virophta, préparation pour collyre (lyophilisat et solvant)",trifluridine,,,,,,2025-03-17,supply tension,2026-09-21T13:18:24.762959,L01BC59,
FR,France,ANSM,"Celsior, solution pour conservation d’organes - [acide glutamique, calcium (chlorure de) dihydraté, glutathion, histidine, lactobionique (acide), magnésium (chlorure de) hexahydraté, mannitol, potassium (chlorure de), sodium (hydroxyde de)]",,,,,,,2025-03-13,shortage,2026-09-21T13:18:24.762972,,
FR,France,ANSM,"Héparine calcique 25 000 UI/mL, solution injectable en seringue pré-remplie (S.C.) de 0,2 mL et 0,3 ml, Calciparine 5 000 UI/0,2 ml et 7 500 UI/0,3 ml, solution injectable en seringue pré-remplie (S.C.)",héparine calcique,,,,,,2025-02-12,supply tension,2026-09-21T13:18:24.762986,B01AB01,
FR,France,ANSM,"Iobenguane (¹³¹I) pour thérapie CIS bio international 370 MBq/mL, solution pour perfusion",Iobenguane (¹³¹I),,,,,,2025-01-28,discontinued,2026-09-21T13:18:24.762998,V09IX01,
FR,France,ANSM,"Amikacine Viatris 250 mg, 500 mg et 1g, poudre pour solution injectable en flacon",amikacine (sulfate d'),,,,,,2025-01-15,supply tension,2026-09-21T13:18:24.763010,J01GB06,51772
FR,France,ANSM,"Pomalidomide Viatris 1, 2, 3 et 4 mg, gélule",pomalidomide,,,,,,2025-01-14,shortage,2026-09-21T13:18:24.763022,L04AX06,
FR,France,ANSM,"Lutrelef 3,2 mg, poudre et solvant pour solution injectable",gonadoréline (acétate de),,,,,,2024-12-18,supply tension,2026-09-21T13:18:24.763034,H01CA01,
FR,France,ANSM,"Cinacalcet 30 mg, 60 mg et 90 mg comprimé pelliculé",cinacalcet (chlorhydrate de),,,,,,2024-12-06,supply tension,2026-09-21T13:18:24.763045,H05BX01,
FR,France,ANSM,"Spécialités à base d'aprépitant 125 mg, 80 mg et 125 mg/80 mg gélules",aprépitant,,,,,,2024-12-04,supply tension,2026-09-21T13:18:24.763057,A04AD12,
FR,France,ANSM,"Praluent 75 mg, 150 mg et 300 mg, solution injectable en stylo pré-rempli",alirocumab (mammifere/hamster/cellules cho),,,,,,2024-12-03,supply tension,2026-09-21T13:18:24.763070,,
FR,France,ANSM,"Méthotrexate Accord 100 mg/mL, solution à diluer pour perfusion (flacon de 10 ml)",méthotrexate,,,,,,2024-11-28,shortage,2026-09-21T13:18:24.763081,L01BA01,120073
FR,France,ANSM,"Marsilid 50 mg, comprimé sécable",iproniazide,,,,,,2024-11-07,shortage,2026-09-21T13:18:24.763092,N06AF05,
FR,France,ANSM,"Ribarivine Biogaran 200 mg/400 mg, comprimé pelliculé",Ribavirine,,,,,,2024-10-31,discontinued,2026-09-21T13:18:24.763104,J05AP01,225819
FR,France,ANSM,"Atropine 1%, collyre",atropine (sulfate),,,,,,2024-10-16,supply tension,2026-09-21T13:18:24.763115,S01FA01,216208
FR,France,ANSM,"Ropinirole LP 2 mg, 4 mg et 8 mg comprimé pelliculé",ropinirole (chlorhydrate de),,,,,,2024-10-01,supply tension,2026-09-21T13:18:24.763126,N04BC04,85634
FR,France,ANSM,"Ancotil 1 pour cent, solution pour perfusion",Flucytosine,,,,,,2024-09-18,discontinued,2026-09-21T13:18:24.763138,D01AE21,
FR,France,ANSM,"Atropine 0,5%, collyre",atropine (sulfate),,,,,,2024-07-18,supply tension,2026-09-21T13:18:24.763149,S01FA01,216186
FR,France,ANSM,"Eldisine 5 mg, poudre pour solution injectable",sulfate de vindésine,,,,,,2024-06-19,shortage,2026-09-21T13:18:24.763160,L01CD01,
FR,France,ANSM,Malocide 50 mg comprimé pelliculé,pyriméthamine,,,,,,2024-06-04,shortage,2026-09-21T13:18:24.763171,P01BD01,744
FR,France,ANSM,"Cidermex, pommade ophtalmique","néomycine (sulfate de), triamcinolone (acétonide de)",,,,,,2024-05-24,supply tension,2026-09-21T13:18:24.763182,,
FR,France,ANSM,"Creon 35 000 U, gélule gastrorésistante",pancréatine,,,,,,2024-03-20,supply tension,2026-09-21T13:18:24.763194,A09AA02,204056
FR,France,ANSM,"Creon 5 000 U, granulés gastro-résistants",pancréatine,,,,,,2024-03-12,supply tension,2026-09-21T13:18:24.763206,A09AA02,77135
FR,France,ANSM,"Creon 10 000 U, gélule gastrorésistante",pancréatine,,,,,,2024-01-11,supply tension,2026-09-21T13:18:24.763219,A09AA02,100366
FR,France,ANSM,"Creon 25 000 U, gélule gastrorésistante",pancréatine,,,,,,2024-01-11,supply tension,2026-09-21T13:18:24.763230,A09AA02,
FR,France,ANSM,"Skiacol 0,5 pour cent, collyre",cyclopentolate (chlorhydrate de),,,,,,2023-11-07,supply tension,2026-09-21T13:18:24.763242,S01FA04,220477
FR,France,ANSM,"Acadione 250 mg, comprimé dragéifié",tiopronine,,,,,,2023-10-25,discontinued,2026-09-21T13:18:24.763254,G04BX16,215554
FR,France,ANSM,"Spécialités à base de roxithromycine 150 mg, comprimé pelliculé",roxithromycine,,,,,,2023-07-17,supply tension,2026-09-21T13:18:24.763266,J01FA06,
FR,France,ANSM,"Kayexalate, poudre pour suspension orale et rectale",sodium (polystyrène sulfonate de),,,,,,2023-05-17,supply tension,2026-09-21T13:18:24.763278,A12BA01,
FR,France,ANSM,Montélukast comprimé 5 mg et 10 mg,montélukast sodique,,,,,,2023-02-01,supply tension,2026-09-21T13:18:24.763290,R03DC03,
FR,France,ANSM,"Alprostadil Intsel Chimos 0,5 mg/ml, solution injectable",Alprostadil,,,,,,2022-11-23,shortage,2026-09-21T13:18:24.763301,C01EA01,70165
FR,France,ANSM,"Actosolv 100 000 UI et 600 000 UI, poudre pour solution injectable / pour perfusion- [Urokinase]",,,,,,,2022-08-09,shortage,2026-09-21T13:18:24.763313,,
