country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,dosage_form,status,shortage_start,estimated_end,shortage_reason,manufacturer,company,registration_no,scraped_at
SA,Saudi Arabia,SFDA,QUETTA 25 mg film-coated tablet,QUETIAPINE,,7,N05AH04,,Currently in Shortage,2026-01-18,2026-01-25,Commercial /Manufacturing Issue,ACTAVIS,SPIMACO,319-212-15,2026-03-19T14:47:57.742297
SA,Saudi Arabia,SFDA,QUETTA 200 mg film-coated tablet,QUETIAPINE,,7,N05AH04,,Currently in Shortage,2026-01-18,2026-01-25,Commercial /Manufacturing Issue,ACTAVIS,SPIMACO,321-212-15,2026-03-19T14:47:57.744296
SA,Saudi Arabia,SFDA,QUETTA 100 mg film-coated tablet,QUETIAPINE,,6,N05AH04,,Currently in Shortage,2026-01-18,2026-01-25,Commercial /Manufacturing Issue,ACTAVIS,SPIMACO,320-212-15,2026-03-19T14:47:57.746298
SA,Saudi Arabia,SFDA,CECLOR MR 375 MG TAB,CEFACLOR,,12,J01DC04,,Currently in Shortage,2026-01-18,2026-01-25,Commercial /Manufacturing Issue,ACS Dobfar S.P.A,SPIMACO,108-212-99,2026-03-19T14:47:57.748299
SA,Saudi Arabia,SFDA,PREGADEX 300 MG CAPSULE,PREGABALIN,,6,N02BF02,,Currently in Shortage,2026-01-18,2026-01-25,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,0709258176,2026-03-19T14:47:57.749299
SA,Saudi Arabia,SFDA,TERODA,POTASSIUM IODIDE,,12,V03AB21,,Currently in Shortage,2026-01-18,2026-01-25,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,1108210925,2026-03-19T14:47:57.752300
SA,Saudi Arabia,SFDA,GLATIJECT,GLATIRAMER,,12,L03AX13,,Currently in Shortage,2026-01-18,2026-01-25,Commercial /Manufacturing Issue,Gland Pharma Limited,SPIMACO,1310258416,2026-03-19T14:47:57.753316
SA,Saudi Arabia,SFDA,FEVADOL SYRUP 160MG-5ML SUGAR FREE,PARACETAMOL,,12,N02BE01,,Currently in Shortage,2026-01-18,2026-01-25,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,110-212-00,2026-03-19T14:47:57.755331
SA,Saudi Arabia,SFDA,HYDROSONE 20MG TABLET,HYDROCORTISONE,,41,H02AB09,,Currently in Shortage,2023-08-24,2026-01-25,Commercial /Manufacturing Issue,Hikma Pharmaceuticals PLC,Abdulrehman Algosaibi G.T.C.,145-172-04,2026-03-19T14:47:57.756332
SA,Saudi Arabia,SFDA,CLOPIXOL-ACUPHASE 50MG-ML OILY AMP,ZUCLOPENTHIXOL ACETATE,,190,N05AF05,,Currently in Shortage,2015-02-23,2026-01-25,Commercial /Manufacturing Issue,H. LUNDBECK,SAUDI INTERNATIONAL TRADING COMPANY LTD (SITCO),25-136-93,2026-03-19T14:47:57.757330
SA,Saudi Arabia,SFDA,CLOPIXOL-ACUPHASE 50MG-ML OILY AMP,ZUCLOPENTHIXOL ACETATE,,191,N05AF05,,Currently in Shortage,2015-01-01,2026-01-25,Commercial /Manufacturing Issue,H. LUNDBECK,SAUDI INTERNATIONAL TRADING COMPANY LTD (SITCO),27-136-94,2026-03-19T14:47:57.758300
SA,Saudi Arabia,SFDA,ALEVIO 25MG F.C.TABLET,TOPIRAMATE,,12,N03AX11,,Currently in Shortage,2025-06-25,2026-01-24,Regulations Related Issue,Jamjoom Pharmaceuticals Factory Company,JAMJOOM PHARMACEUTICALS CO. LTD.,0701256532,2026-03-19T14:47:57.759331
SA,Saudi Arabia,SFDA,Sulmetic,AMISULPRIDE,,21,N05AL05,,Currently in Shortage,2024-06-11,2026-01-24,Commercial /Manufacturing Issue,Aurobindo Pharma Limited Unit III,Aurobindo Pharma Saudi Arabia Limited,2011222909,2026-03-19T14:47:57.761331
SA,Saudi Arabia,SFDA,Exitor,Etoricoxib,,6,M01AH05,,Currently in Shortage,2026-01-18,2026-01-22,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – III,Saudi Amarox,2112200351,2026-03-19T14:47:57.762331
SA,Saudi Arabia,SFDA,Spravato,ESKETAMINE HYDROCHLORIDE,,0,N01AX14,,Currently in Shortage,2026-07-31,2026-01-22,Commercial /Manufacturing Issue,Renaissance Lakewood LLC,"Farouk, Maamoun Tamer & CO",1507210879,2026-03-19T14:47:57.763331
SA,Saudi Arabia,SFDA,SPRAVATO,ESKETAMINE HYDROCHLORIDE,,6,N01AX14,,Currently in Shortage,2026-01-15,2026-01-22,Commercial /Manufacturing Issue,Renaissance Lakewood LLC,"Farouk, Maamoun Tamer & CO",1507210878,2026-03-19T14:47:57.764331
SA,Saudi Arabia,SFDA,Novanza,TAFLUPROST,,19,S01EE05,,Currently in Shortage,2024-03-11,2026-01-22,Commercial /Manufacturing Issue,Jamjoom Pharmaceuticals Factory Company,JAMJOOM PHARMACEUTICALS CO. LTD.,2403245080,2026-03-19T14:47:57.765335
SA,Saudi Arabia,SFDA,ARENA PLUS 300 mg/25 mg Film Coated Tablet,"IRBESARTAN,HYDROCHLOROTHIAZIDE",,6,,,Currently in Shortage,2025-12-31,2026-01-22,Commercial /Manufacturing Issue,Jamjoom Pharmaceuticals Factory Company,JAMJOOM PHARMACEUTICALS CO. LTD.,0309234096,2026-03-19T14:47:57.767301
SA,Saudi Arabia,SFDA,AGOUT 120 mg film-coated tablets,FEBUXOSTAT,,12,M04AA03,,Currently in Shortage,2026-01-18,2026-01-22,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,2503245089,2026-03-19T14:47:57.769302
SA,Saudi Arabia,SFDA,PROTON 20MG E.C TABLET,PANTOPRAZOLE,,12,A02BC02,,Currently in Shortage,2026-01-18,2026-01-22,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,0304221908,2026-03-19T14:47:57.770298
SA,Saudi Arabia,SFDA,Busulfan BOS,BUSULFAN,,5,L01AB01,,Currently in Shortage,2026-01-01,2026-01-22,Commercial /Manufacturing Issue,Gland Pharma Limited,Boston Oncology Arabia,2603245103,2026-03-19T14:47:57.771298
SA,Saudi Arabia,SFDA,Emedius,PALONOSETRON HYDROCHLORIDE,,8,A04AA55,,Currently in Shortage,2025-10-13,2026-01-22,Commercial /Manufacturing Issue,Jamjoom Pharmaceuticals Factory Company,JAMJOOM PHARMACEUTICALS CO. LTD.,0309258149,2026-03-19T14:47:57.773297
SA,Saudi Arabia,SFDA,LYSTEDA 650 mg Tablet,TRANEXAMIC ACID,,12,B02AA02,,Currently in Shortage,2026-01-15,2026-01-22,MAH/Agent changed,"MIKART, INC.",Abdulrehman Algosaibi G.T.C.,0702244866,2026-03-19T14:47:57.774297
SA,Saudi Arabia,SFDA,LEVETAM 100 mg/ml Oral Solution,LEVETIRACETAM,,12,N03AX14,,Currently in Shortage,2026-01-18,2026-01-22,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,0610258329,2026-03-19T14:47:57.775298
SA,Saudi Arabia,SFDA,BRIVIACT 50MG F.C.TABLET,BRIVARACETAM,,6,N03AX23,,Currently in Shortage,2026-01-19,2026-01-22,Commercial /Manufacturing Issue,UCB Pharma S.A.,"Farouk, Maamoun Tamer & CO",1505257392,2026-03-19T14:47:57.776299
SA,Saudi Arabia,SFDA,ABILIRAZOLE,ARIPIPRAZOLE,,6,N05AX12,,Currently in Shortage,2026-01-18,2026-01-22,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – V,Saudi Amarox,7-5362-20,2026-03-19T14:47:57.777308
SA,Saudi Arabia,SFDA,Bonteo 20 mcg per 80 mcl,TERIPARATIDE,,6,H05AA02,,Currently in Shortage,2026-01-18,2026-01-22,Commercial /Manufacturing Issue,Rechon Life Science AB,"Farouk, Maamoun Tamer & CO",2412200363,2026-03-19T14:47:57.778298
SA,Saudi Arabia,SFDA,PRENA 15MG/5ML SYRUP,PREDNISOLONE,,12,H02AB06,,Currently in Shortage,2026-01-18,2026-01-22,Commercial /Manufacturing Issue,SPIMACO ADDWAEIH,SPIMACO,1411211316,2026-03-19T14:47:57.779298
SA,Saudi Arabia,SFDA,FEVADOL COLD & FLU TABLETS,"PARACETAMOL,PSEUDOEPHEDRINE HYDROCHLORIDE,CHLORPHENIRAMINE MALEATE",,12,N02BE01,,Currently in Shortage,2026-01-18,2026-01-22,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,1306233797,2026-03-19T14:47:57.781296
SA,Saudi Arabia,SFDA,DABITRAN,DABIGATRAN ETEXILATE,,6,B01AE07,,Currently in Shortage,2026-01-18,2026-01-22,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – V,Saudi Amarox,17-5362-20,2026-03-19T14:47:57.782302
SA,Saudi Arabia,SFDA,NOROXIN 400MG TABLETS,NORFLOXACIN,,41,J01MA06,,Currently in Shortage,2024-01-01,2026-01-22,Commercial /Manufacturing Issue,Montajat Veterinary Pharmaceuticals Co. Ltd,Salehiya Trading Co.,1501244724,2026-03-19T14:47:57.783561
SA,Saudi Arabia,SFDA,LAGONA 100 mg  Hard capsule,TEMOZOLOMIDE,,12,L01AX03,,Currently in Shortage,2026-01-18,2026-01-22,Commercial /Manufacturing Issue,EirGen Pharma,SPIMACO,1601244751,2026-03-19T14:47:57.785583
SA,Saudi Arabia,SFDA,OPTIZOLIN OPTHALMIC SOLUTION,"ANTAZOLINE HYDROCHLORIDE,TETRAHYDROZOLINE",,11,,,Currently in Shortage,2025-01-05,2026-01-21,Commercial /Manufacturing Issue,THE ARAB PESTICIDES & VETERINARY DRUGS MANUFACTURING (MOBEDCO),JAMJOOM PHARMACEUTICALS CO. LTD.,0409234104,2026-03-19T14:47:57.787568
SA,Saudi Arabia,SFDA,Pexapan,APIXABAN,,43,B01AF02,,Currently in Shortage,2022-10-11,2026-01-21,Commercial /Manufacturing Issue,Jamjoom Pharmaceuticals Factory Company,JAMJOOM PHARMACEUTICALS CO. LTD.,1111211300,2026-03-19T14:47:57.788568
SA,Saudi Arabia,SFDA,MERISCAN 0.5MMOL/ML VIAL,GADODIAMIDE,,12,,,Currently in Shortage,2025-03-07,2026-01-21,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,1501256641,2026-03-19T14:47:57.789567
SA,Saudi Arabia,SFDA,MERISCAN 0.5MMOL/ML VIAL,GADODIAMIDE,,12,,,Currently in Shortage,2025-03-07,2026-01-21,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,1501256643,2026-03-19T14:47:57.790567
SA,Saudi Arabia,SFDA,Abrilada,ADALIMUMAB,,6,L04AB04,,Currently in Shortage,2026-01-15,2026-01-21,Commercial /Manufacturing Issue,CATALENT,Pfizer Saudi Trading,2305210746,2026-03-19T14:47:57.792567
SA,Saudi Arabia,SFDA,Warfarin Macleods,WARFARIN SODIUM,,27,B01AA03,,Currently in Shortage,2024-04-24,2026-01-21,Commercial /Manufacturing Issue,Macleods Pharmaceuticals Ltd.,AL HOBAIL MEDICAL OFFICE COMPANY LTD.,2404245203,2026-03-19T14:47:57.793568
SA,Saudi Arabia,SFDA,clopidogrel ALH,CLOPIDOGREL,,14,B01AC04,,Currently in Shortage,2025-06-30,2026-01-21,Commercial /Manufacturing Issue,MSN LABORATORIES PRIVATE LIMITED,AL HOBAIL MEDICAL OFFICE COMPANY LTD.,3006257638,2026-03-19T14:47:57.794567
SA,Saudi Arabia,SFDA,TOPRAZOLE 40 mg Powder for solution for injection,PANTOPRAZOLE,,17,A02BC02,,Currently in Shortage,2025-02-20,2026-01-21,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,2401233163,2026-03-19T14:47:57.796568
SA,Saudi Arabia,SFDA,SYNACTHEN DEPOT,TETRACOSACTIDE,,6,H01AA02,,Currently in Shortage,2026-01-30,2026-01-21,Commercial /Manufacturing Issue,TAKEDA AUSTRIA GmbH,IDEAL PRESCIPITATION CO,6-5357-21,2026-03-19T14:47:57.798085
SA,Saudi Arabia,SFDA,HUMAN ALBUMIN 20% +INFUSION SET,ALBUMIN HUMAN,,11,B05AA01,,Currently in Shortage,2026-01-01,2026-01-21,Commercial /Manufacturing Issue,BIOTEST,Cigalah Group,3003233452,2026-03-19T14:47:57.801242
SA,Saudi Arabia,SFDA,AGGRASTAT 0.25MG/ML I.V. VIAL,TIROFIBAN,,27,B01AC17,,Currently in Shortage,2024-01-01,2026-01-21,Commercial /Manufacturing Issue,Patheon Manufacturing Services LLC,Salehiya Trading Co.,2208234024,2026-03-19T14:47:57.803300
SA,Saudi Arabia,SFDA,CERUXIM 750 mg powder for solution for injection or infusion,CEFUROXIME SODIUM,,6,J01DC02,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,MEDOCHEMIE LTD,UNITED CORPORATION FOR PHARMACEUTICAL & MEDICAL SERVICES LTD.,2305233710,2026-03-19T14:47:57.805783
SA,Saudi Arabia,SFDA,VARIVAX 1350 PFU VIAL,VARICELLA VIRUS VACCINE LIVE (OKA-MERCK),,6,,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,Patheon Manufacturing Services LLC,"Farouk, Maamoun Tamer & CO",1405245287,2026-03-19T14:47:57.807820
SA,Saudi Arabia,SFDA,Hyrimoz,ADALIMUMAB,,6,L04AB04,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,SANDOZ,Sandoz Limited Trading,0110200176,2026-03-19T14:47:57.809825
SA,Saudi Arabia,SFDA,Durotine,DULOXETINE,,6,N06AX21,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – III,Saudi Amarox,5-5362-20,2026-03-19T14:47:57.811822
SA,Saudi Arabia,SFDA,GLYCERYL TRINITRATE 50MG-10ML I-V AMP,GLYCERYL TRINITRATE,,6,C01DA02,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,Seigfried Hameln GmbH,Pfizer Saudi Trading,17-5287-20,2026-03-19T14:47:57.813789
SA,Saudi Arabia,SFDA,LAMUCON 500 mg F.C.TAB,MYCOPHENOLATE MOFETIL,,6,N01BX03,,Currently in Shortage,2026-01-19,2026-01-21,Commercial /Manufacturing Issue,Sandoz Private Limited,Sandoz Limited Trading,0502256827,2026-03-19T14:47:57.815822
SA,Saudi Arabia,SFDA,BRIVIACT 10MG/ML VIAL,BRIVARACETAM,,6,N03AX23,,Currently in Shortage,2026-01-19,2026-01-21,Commercial /Manufacturing Issue,UCB Pharma S.A.,"Farouk, Maamoun Tamer & CO",1505257391,2026-03-19T14:47:57.816804
SA,Saudi Arabia,SFDA,Lenamid,LENALIDOMIDE,,6,L04AX04,,Currently in Shortage,2026-01-14,2026-01-21,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – V,Saudi Amarox,1008210918,2026-03-19T14:47:57.819089
SA,Saudi Arabia,SFDA,Vanin,VANCOMYCIN,,6,J01XA01,,Currently in Shortage,2026-01-14,2026-01-21,Commercial /Manufacturing Issue,ASPIRO PHARMA LIMITED,Saudi Amarox,2408210983,2026-03-19T14:47:57.820121
SA,Saudi Arabia,SFDA,TABIVIR 300MG F-C TABLETS,LAMIVUDINE,,31,J05AF05,,Currently in Shortage,2024-07-05,2026-01-21,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,205-277-10,2026-03-19T14:47:57.821120
SA,Saudi Arabia,SFDA,QUINOX 750MG F- C TABLET,CIPROFLOXACIN,,9,J01MA02,,Currently in Shortage,2025-10-20,2026-01-21,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,1501256653,2026-03-19T14:47:57.822123
SA,Saudi Arabia,SFDA,MIXAVIT DROPS 15ML,MULTIVITAMINS,,61,B05XC,,Currently in Shortage,2021-01-11,2026-01-21,Global Shortage,Gulf Pharmaceutical Industries (Julphar),Cigalah Group,2106222235,2026-03-19T14:47:57.824118
SA,Saudi Arabia,SFDA,CYTARABINE 100MG-1ML VIAL,CYTARABINE,,6,L01BC01,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,Zydus Hospira Oncology Private Limited ZHOPL,Pfizer Saudi Trading,13-5287-20,2026-03-19T14:47:57.825121
SA,Saudi Arabia,SFDA,CYTARABINE 100MG-1ML VIAL,CYTARABINE,,6,L01BC01,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,Zydus Hospira Oncology Private Limited ZHOPL,Pfizer Saudi Trading,14-5287-20,2026-03-19T14:47:57.826124
SA,Saudi Arabia,SFDA,ARBAVAL 320 mg film-coated tablet,VALSARTAN,,6,C09CA03,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,1901233123,2026-03-19T14:47:57.827674
SA,Saudi Arabia,SFDA,ARBAVAL PLUS,"VALSARTAN,HYDROCHLOROTHIAZIDE",,6,,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,2803221891,2026-03-19T14:47:57.829672
SA,Saudi Arabia,SFDA,ARBAVAL PLUS,"VALSARTAN,HYDROCHLOROTHIAZIDE",,6,,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,2803221889,2026-03-19T14:47:57.830679
SA,Saudi Arabia,SFDA,ARBAVAL PLUS,"VALSARTAN,HYDROCHLOROTHIAZIDE",,6,,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,2803221890,2026-03-19T14:47:57.833399
SA,Saudi Arabia,SFDA,ARBAVAL 160 mg film-coated tablet,VALSARTAN,,6,C09CA03,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,1901233120,2026-03-19T14:47:57.835524
SA,Saudi Arabia,SFDA,ARBAVAL 80 mg film-coated tablet,VALSARTAN,,6,C09CA03,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,1901233121,2026-03-19T14:47:57.836527
SA,Saudi Arabia,SFDA,ARBAVAL 40 mg film-coated tablet,VALSARTAN,,6,C09CA03,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,SAJA-SAUDI ARABIAN JAPANESE PHARMACEUTICAL CO,Saudi Arabian Japanese Pharmaceutical Co. Ltd.,1901233122,2026-03-19T14:47:57.837524
SA,Saudi Arabia,SFDA,ZOFRAN 4 mg tablet,ONDANSETRON,,6,A04AA01,,Currently in Shortage,2026-01-20,2026-01-21,Commercial /Manufacturing Issue,GLAXO SAUDI ARABIA,Sandoz Limited Trading,6-5773-23,2026-03-19T14:47:57.839526
SA,Saudi Arabia,SFDA,"ETOPOSID ""EBEWE"" 200MG VIAL",ETOPOSIDE,,7,L01CB01,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,EBEWE PHARMA,Sandoz Limited Trading,26-355-01,2026-03-19T14:47:57.840524
SA,Saudi Arabia,SFDA,CARVYKTI,CILTACABTAGENE AUTOLEUCEL,,6,,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,"Janssen Pharmaceuticals, Inc","Farouk, Maamoun Tamer & CO",0908233977,2026-03-19T14:47:57.841523
SA,Saudi Arabia,SFDA,Adacter,ENTECAVIR,,6,J05AF10,,Currently in Shortage,2025-12-11,2026-01-20,Commercial /Manufacturing Issue,Novartis Pharmaceutical Manufacturing LLC,Sandoz Limited Trading,0609234144,2026-03-19T14:47:57.842522
SA,Saudi Arabia,SFDA,Xcard,APIXABAN,,6,B01AF02,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – V,Saudi Amarox,0407222302,2026-03-19T14:47:57.843523
SA,Saudi Arabia,SFDA,ENABLEX 15MG PROLONGED RELEASE TABLETS,DARIFENACIN HYDROBROMIDE,,7,G04BD10,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,ASPEN Bad Oldesloe GmbH,"Farouk, Maamoun Tamer & CO",3007257892,2026-03-19T14:47:57.845556
SA,Saudi Arabia,SFDA,Skyrizi 360 mg  per 2.4 ml,RISANKIZUMAB,,6,L04AC18,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,Patheon Italia S.P.A.,"Farouk, Maamoun Tamer & CO",3007233938,2026-03-19T14:47:57.846562
SA,Saudi Arabia,SFDA,Pantrox,PANTOPRAZOLE,,6,A02BC02,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – V,Saudi Amarox,1704233559,2026-03-19T14:47:57.847563
SA,Saudi Arabia,SFDA,Pantrox,PANTOPRAZOLE,,6,A02BC02,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,Hetero Labs Limited Unit – V,Saudi Amarox,0410234291,2026-03-19T14:47:57.848563
SA,Saudi Arabia,SFDA,Vigolev,LEVOFLOXACIN,,6,J01MA12,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,MEDOCHEMIE LTD,"Farouk, Maamoun Tamer & CO",2602233289,2026-03-19T14:47:57.850563
SA,Saudi Arabia,SFDA,VASTA 10MG F.C TAB,SIMVASTATIN,,21,C10AA01,,Currently in Shortage,2024-06-10,2026-01-20,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,0408222404,2026-03-19T14:47:57.852563
SA,Saudi Arabia,SFDA,TABIFLEX 50MG E.C.TAB,DICLOFENAC SODIUM,,21,M01AB05,,Currently in Shortage,2024-06-10,2026-01-20,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,0709258177,2026-03-19T14:47:57.854590
SA,Saudi Arabia,SFDA,Xospata,GILTERITINIB,,6,L01EX13,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,Astellas Pharma Inc,"Farouk, Maamoun Tamer & CO",3011211402,2026-03-19T14:47:57.855595
SA,Saudi Arabia,SFDA,VERO 50 mg film-coated tablets,SILDENAFIL,,19,G04BE03,,Currently in Shortage,2024-12-30,2026-01-20,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,285-277-14,2026-03-19T14:47:57.856598
SA,Saudi Arabia,SFDA,LAGONA 20 mg  Hard capsule,TEMOZOLOMIDE,,12,L01AX03,,Currently in Shortage,2026-01-18,2026-01-20,Commercial /Manufacturing Issue,EirGen Pharma,SPIMACO,1601244748,2026-03-19T14:47:57.857597
SA,Saudi Arabia,SFDA,FLOCAZOLE 50 MG CAPSULES,FLUCONAZOLE,,12,J02AC01,,Currently in Shortage,2026-01-18,2026-01-20,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,200-212-04,2026-03-19T14:47:57.858593
SA,Saudi Arabia,SFDA,Rinvoq,UPADACITINIB,,6,L04AF03,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,ABBVIE IRELAND NL B.V.,"Farouk, Maamoun Tamer & CO",2102233279,2026-03-19T14:47:57.859596
SA,Saudi Arabia,SFDA,BRUFEN 400 MG TAB,IBUPROFEN,,7,M01AE01,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,Astrea Fontaine,"Farouk, Maamoun Tamer & CO",1308258025,2026-03-19T14:47:57.860597
SA,Saudi Arabia,SFDA,AMINOPHYLLINE INJ 250MG,AMINOPHYLLINE,,7,,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,HOSPIRA,Pfizer Saudi Trading,1703257079,2026-03-19T14:47:57.862595
SA,Saudi Arabia,SFDA,Tukysa,TUCATINIB,,0,L01EH03,,Currently in Shortage,2026-07-31,2026-01-20,Commercial /Manufacturing Issue,Corden Pharma GmbH,Pfizer Saudi Trading,0405233589,2026-03-19T14:47:57.863595
SA,Saudi Arabia,SFDA,Tukysa,TUCATINIB,,6,L01EH03,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,Corden Pharma GmbH,Pfizer Saudi Trading,0405233590,2026-03-19T14:47:57.865596
SA,Saudi Arabia,SFDA,METHOTREXATE 1G-10ML INJ.FOR I.V OR I.M,METHOTREXATE,,7,L04AX03,,Currently in Shortage,2026-01-13,2026-01-20,Commercial /Manufacturing Issue,Zoetis Inc.,Pfizer Saudi Trading,22-5287-22,2026-03-19T14:47:57.867566
SA,Saudi Arabia,SFDA,NIZORTAN PLUS,"TELMISARTAN,HYDROCHLOROTHIAZIDE",,26,,,Currently in Shortage,2024-05-30,2026-01-20,Commercial /Manufacturing Issue,TABUK PHARMACEUTICAL MANUFACTURING CO.,Tabuk Pharmaceutical Manufacturing Company,1501256625,2026-03-19T14:47:57.868566
SA,Saudi Arabia,SFDA,PRIMA D3 5000 IU softgel capsule,COLECALCIFEROL,,11,A11CC05,,Currently in Shortage,2025-01-07,2026-01-20,Commercial /Manufacturing Issue,Jamjoom Pharmaceuticals Factory Company,JAMJOOM PHARMACEUTICALS CO. LTD.,2410234386,2026-03-19T14:47:57.870566
SA,Saudi Arabia,SFDA,LEVETAM 500 mg film-coated tablet,LEVETIRACETAM,,24,N03AX14,,Currently in Shortage,2026-01-18,2026-01-20,Commercial /Manufacturing Issue,ACTAVIS,SPIMACO,2307257828,2026-03-19T14:47:57.871566
SA,Saudi Arabia,SFDA,LEVETAM 1000 mg film-coated tablet,LEVETIRACETAM,,24,N03AX14,,Currently in Shortage,2026-01-18,2026-01-20,Commercial /Manufacturing Issue,SPIMACO,SPIMACO,2306222255,2026-03-19T14:47:57.873565
SA,Saudi Arabia,SFDA,EZORA 40 MG GASTRO-RESISTANT HARD CAPSULES (14S),ESOMEPRAZOLE SODIUM,,6,A02BC05,,Currently in Shortage,2026-01-18,2026-01-20,Commercial /Manufacturing Issue,TOWA PHARMACEUTICAL EUROPE S L,SPIMACO,1808245771,2026-03-19T14:47:57.874565
SA,Saudi Arabia,SFDA,EZORA 20 MG GASTRO-RESISTANT HARD CAPSULES (14S),ESOMEPRAZOLE SODIUM,,6,A02BC05,,Currently in Shortage,2026-01-18,2026-01-20,Commercial /Manufacturing Issue,TOWA PHARMACEUTICAL EUROPE S L,SPIMACO,1808245772,2026-03-19T14:47:57.875565
SA,Saudi Arabia,SFDA,RELENZA 5MG POWDER FOR INHALATION,ZANAMIVIR,,22,J05AH01,,Currently in Shortage,2026-05-01,2026-01-20,Commercial /Manufacturing Issue,GLAXOWELLCOME,SAUDI INTERNATIONAL TRADING COMPANY LTD (SITCO),0603256991,2026-03-19T14:47:57.876565
