country_code,country_name,source,medicine_name,active_substance,strength,package_size,atc_code,product_no,shortage_start,estimated_end,status,scraped_at
LV,Latvia,ZVA,Remantadīns 100 mg hard capsules,Rimantadini hydrochloridum,100 mg,10 pcs,,11-0397-01,2020-08-25,,shortage - end date unknown,2026-03-12T15:53:48.767411
LV,Latvia,ZVA,Remantadīns 50 mg tabletes,Rimantadini hydrochloridum,50 mg,20 pcs,,97-0631-01,2020-08-25,,shortage - end date unknown,2026-03-12T15:53:48.767411
LV,Latvia,ZVA,Remsima,Infliximabum,100 mg,1 pc,L04AB02,EU/1/13/853/001,2021-10-01,,shortage - end date unknown,2026-03-12T15:53:48.767411
LV,Latvia,ZVA,Remurel 20 mg/ml solution for injection in pre-filled syringe,Glatirameri acetas,20 mg/ml,28 pcs,,16-0080-02,2020-04-02,,shortage - end date unknown,2026-03-12T15:53:49.046501
LV,Latvia,ZVA,Renagel,Sevelamerum,800 mg,180 pcs,V03AE02,EU/1/99/123/012,2022-03-04,,shortage - end date unknown,2026-03-12T15:53:49.046501
LV,Latvia,ZVA,Requip-Modutab 4 mg prolonged release tablets,Ropinirolum,4 mg,28 pcs,N04BC04,06-0263-07,2021-10-19,,shortage - end date unknown,2026-03-12T15:53:49.046501
LV,Latvia,ZVA,Reyataz,Atazanaviri sulfas,150 mg,60 pcs,J05AE08,EU/1/03/267/004,2023-01-23,,shortage - end date unknown,2026-03-12T15:53:49.046501
LV,Latvia,ZVA,Reyataz,Atazanaviri sulfas,300 mg,30 pcs,J05AE08,EU/1/03/267/008,2023-01-23,,shortage - end date unknown,2026-03-12T15:53:49.047505
LV,Latvia,ZVA,Rhesonativ 625 IU/ml solution for injection,Immunoglobulinum humanum anti-D,625 IU/1 ml,1 pc,,07-0329-01,2025-10-31,,shortage - end date unknown,2026-03-12T15:53:49.047505
LV,Latvia,ZVA,Rhesonativ 625 IU/ml solution for injection,Immunoglobulinum humanum anti-D,1250 IU/2 ml,1 pc,,07-0329-04,2025-08-31,,shortage - end date unknown,2026-03-12T15:53:49.047505
LV,Latvia,ZVA,Rispolept 1 mg film-coated tablets,Risperidonum,1 mg,60 pcs,N05AX08,98-0099-01,2018-10-01,,shortage - end date unknown,2026-03-12T15:53:49.047505
LV,Latvia,ZVA,Rispolept 2 mg film-coated tablets,Risperidonum,2 mg,60 pcs,N05AX08,98-0100-01,2018-10-01,,shortage - end date unknown,2026-03-12T15:53:49.047505
LV,Latvia,ZVA,Rispolept 3 mg film-coated tablets,Risperidonum,3 mg,60 pcs,N05AX08,98-0101-01,2018-10-01,,shortage - end date unknown,2026-03-12T15:53:49.047505
LV,Latvia,ZVA,Rispolept 4 mg film-coated tablets,Risperidonum,4 mg,60 pcs,N05AX08,98-0102-01,2018-10-01,,shortage - end date unknown,2026-03-12T15:53:49.047505
LV,Latvia,ZVA,Rispolept Consta 25 mg powder and solvent for prolonged-release suspension for injection,Risperidonum,25 mg/2 ml,1 pc,N05AX08,03-0096-01,2025-01-01,,shortage - end date unknown,2026-03-12T15:53:49.047505
LV,Latvia,ZVA,Rispolept Consta 37.5 mg powder and solvent for prolonged-release suspension for injection,Risperidonum,"37,5 mg/2 ml",1 pc,N05AX08,03-0097-01,2025-01-01,,shortage - end date unknown,2026-03-12T15:53:49.047505
LV,Latvia,ZVA,Rispolept Consta 50 mg powder and solvent for prolonged-release suspension for injection,Risperidonum,50 mg/2 ml,1 pc,N05AX08,03-0098-01,2025-01-01,,shortage - end date unknown,2026-03-12T15:53:49.047505
LV,Latvia,ZVA,Ritonavir Mylan,Ritonavirum,100 mg,30 pcs,J05AE03,EU/1/17/1242/001,2024-04-30,,shortage - end date unknown,2026-03-12T15:53:49.048498
LV,Latvia,ZVA,Rivaroxaban Stada 15 mg film-coated tablets,Rivaroxabanum,15 mg,28 pcs,B01AF01,22-0176-04,2024-06-14,,shortage - end date unknown,2026-03-12T15:53:49.048498
LV,Latvia,ZVA,Rivaroxaban Stada 15 mg hard capsules,Rivaroxabanum,15 mg,100 pcs,B01AF01,22-0212-11,2025-12-30,,shortage - end date unknown,2026-03-12T15:53:49.048498
LV,Latvia,ZVA,Rivaroxaban Stada 20 mg film-coated tablets,Rivaroxabanum,20 mg,28 pcs,B01AF01,22-0177-04,2024-06-14,,shortage - end date unknown,2026-03-12T15:53:49.048498
LV,Latvia,ZVA,Rivaroxaban Stada 20 mg hard capsules,Rivaroxabanum,20 mg,100 pcs,B01AF01,22-0213-20,2025-12-30,,shortage - end date unknown,2026-03-12T15:53:49.048498
LV,Latvia,ZVA,Rivaroxaban Teva 15 mg film-coated tablets,Rivaroxabanum,15 mg,28 pcs,B01AF01,21-0074-03,2024-05-29,,shortage - end date unknown,2026-03-12T15:53:49.048498
LV,Latvia,ZVA,Rivaroxaban Teva 15 mg film-coated tablets,Rivaroxabanum,15 mg,98 pcs,B01AF01,21-0074-07,2024-05-29,,shortage - end date unknown,2026-03-12T15:53:49.048498
LV,Latvia,ZVA,Rivaroxaban Teva 20 mg film-coated tablets,Rivaroxabanum,20 mg,28 pcs,B01AF01,21-0075-03,2024-05-29,,shortage - end date unknown,2026-03-12T15:53:49.048498
LV,Latvia,ZVA,Rivaroxaban Teva 20 mg film-coated tablets,Rivaroxabanum,20 mg,98 pcs,B01AF01,21-0075-06,2024-05-29,,shortage - end date unknown,2026-03-12T15:53:49.048498
LV,Latvia,ZVA,RoActemra,Tocilizumabum,80 mg/4 ml,1 pc,L04AC07,EU/1/08/492/001,2018-10-01,,shortage - end date unknown,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,RoActemra,Tocilizumabum,200 mg/10 ml,1 pc,L04AC07,EU/1/08/492/003,2018-10-01,,shortage - end date unknown,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,RoActemra,Tocilizumabum,400 mg/20 ml,4 pcs,L04AC07,EU/1/08/492/006,2019-02-20,,shortage - end date unknown,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,Rolpryna SR 2 mg prolonged-release tablets,Ropinirolum,2 mg,28 pcs,N04BC04,11-0085-02,2019-10-01,,shortage - end date unknown,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,Romazic 15 mg film-coated tablets,Rosuvastatinum,15 mg,30 pcs,C10AA07,20-0042-01,2024-11-19,,shortage - end date unknown,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,Romazic 30 mg film-coated tablets,Rosuvastatinum,30 mg,30 pcs,C10AA07,20-0043-01,2024-05-13,,shortage - end date unknown,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,Ropinirole Orion 2 mg prolonged-release tablets,Ropinirolum,2 mg,28 pcs,N04BC04,12-0304-02,2025-02-06,2026-05-25,shortage,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,Ropinirole Orion 4 mg prolonged-release tablets,Ropinirolum,4 mg,28 pcs,N04BC04,12-0305-02,2025-01-28,2026-05-25,shortage,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,Ropinirole Orion 8 mg prolonged-release tablets,Ropinirolum,8 mg,28 pcs,N04BC04,12-0306-02,2024-11-28,2026-05-25,shortage,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,Rosuvastatin TAD 15 mg film-coated tablets,Rosuvastatinum,15 mg,14 pcs,C10AA07,11-0271-02,2018-12-28,,shortage - end date unknown,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,Rosuvastatin TAD 30 mg film-coated tablets,Rosuvastatinum,30 mg,14 pcs,C10AA07,11-0273-02,2018-12-28,,shortage - end date unknown,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,Rosuvastatin TAD 5 mg film-coated tablets,Rosuvastatinum,5 mg,14 pcs,C10AA07,11-0269-02,2018-12-28,,shortage - end date unknown,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,Rotarix,Rotavirus humanum attenuatum,"1,5 ml",1 pc,J07BH01,EU/1/05/330/005,2018-09-05,,shortage - end date unknown,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,Rovasyn 10 mg film-coated tablets,Rosuvastatinum,10 mg,30 pcs,C10AA07,13-0285-04,2024-10-31,,shortage - end date unknown,2026-03-12T15:53:49.049498
LV,Latvia,ZVA,Rovasyn 10 mg film-coated tablets,Rosuvastatinum,10 mg,60 pcs,C10AA07,13-0285-06,2022-11-30,,shortage - end date unknown,2026-03-12T15:53:49.051038
LV,Latvia,ZVA,Rovasyn 20 mg film-coated tablets,Rosuvastatinum,20 mg,60 pcs,C10AA07,13-0286-06,2020-04-07,,shortage - end date unknown,2026-03-12T15:53:49.051038
LV,Latvia,ZVA,Rovasyn 20 mg film-coated tablets,Rosuvastatinum,20 mg,30 pcs,C10AA07,13-0286-04,2024-05-31,,shortage - end date unknown,2026-03-12T15:53:49.051038
LV,Latvia,ZVA,Rozesta 40 mg/10 mg film-coated tablets,"Rosuvastatinum, Ezetimibum",40 mg/10 mg,30 pcs,,21-0034-01,2026-03-09,2026-09-01,shortage,2026-03-12T15:53:49.051038
LV,Latvia,ZVA,Rozex 7.5 mg/g gel,Metronidazolum,225 mg/30 g,1 pc,D06BX01,03-0407-02,2019-05-07,,shortage - end date unknown,2026-03-12T15:53:49.051038
LV,Latvia,ZVA,Rozlytrek,Entrectinibum,100 mg,30 pcs,L01EX14,EU/1/20/1460/001,2025-10-20,2026-10-20,shortage,2026-03-12T15:53:49.051038
LV,Latvia,ZVA,Rybelsus,Semaglutidum,7 mg,30 pcs,,EU/1/20/1430/005,2025-12-01,,leaving the market,2026-03-12T15:53:49.051038
LV,Latvia,ZVA,Rybelsus,Semaglutidum,14 mg,30 pcs,,EU/1/20/1430/008,2025-12-01,,leaving the market,2026-03-12T15:53:49.051038
LV,Latvia,ZVA,Rybelsus,Semaglutidum,3 mg,30 pcs,,EU/1/20/1430/002,2025-12-01,,leaving the market,2026-03-12T15:53:49.051038
LV,Latvia,ZVA,Ryeqo,"Relugolixum, Estradiolum hemihydricum, Norethisteroni acetas",1 UD,28 pcs,,EU/1/21/1565/001,2024-06-14,,shortage - end date unknown,2026-03-12T15:53:49.052082
LV,Latvia,ZVA,"Saflutin 50/100 micrograms/dose inhalation powder, pre-dispensed","Salmeterolum, Fluticasoni propionas",50 µg/100 µg/dose,60 pcs,,17-0175-01,2025-01-06,2045-01-06,shortage,2026-03-12T15:53:49.052082
LV,Latvia,ZVA,"Saflutin 50/250 micrograms/dose inhalation powder, pre-dispensed","Salmeterolum, Fluticasoni propionas",50 µg/250 µg/dose,60 pcs,,17-0176-01,2025-01-06,2045-01-06,shortage,2026-03-12T15:53:49.052082
LV,Latvia,ZVA,"Sakor 20 mg/ml eye drops, solution",Dorzolamidum,100 mg/5 ml,1 pc,,17-0145-01,2022-09-19,,shortage - end date unknown,2026-03-12T15:53:49.052082
LV,Latvia,ZVA,"Salbutamol GSK 100 micrograms/dose pressurised inhalation, suspension",Salbutamolum,100 µg/dose,200 pcs,R03AC02,00-0020-01,2024-09-12,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Salofalk 1 g suppositories,Mesalazinum,1 g,30 pcs,,10-0300-04,2025-12-15,2026-04-01,shortage,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sanoral HCT 40 mg/10 mg/25 mg film-coated tablets,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",1 UD,28 pcs,C09CA08,11-0036-02,2018-04-03,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sanoral HCT 40 mg/5 mg/25 mg film-coated tablets,"Olmesartanum medoxomilum, Amlodipinum, Hydrochlorothiazidum",1 UD,28 pcs,C09CA08,11-0038-02,2018-04-03,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sapro 50 mg film-coated tablets,Bicalutamidum,50 mg,28 pcs,,07-0110-06,2025-06-01,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Segluromet,"Ertugliflozinum, Metformini hydrochloridum","2,5 mg/1000 mg",56 pcs,,EU/1/18/1265/011,2024-01-01,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Segluromet,"Ertugliflozinum, Metformini hydrochloridum","7,5 mg/1000 mg",56 pcs,,EU/1/18/1265/025,2024-01-01,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Segosana 75 mg hard capsules,Oseltamivirum,75 mg,10 pcs,J05AH02,21-0119-01,2025-02-06,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Septabene lemon and honey 3 mg/1 mg lozenges,"Benzydamini hydrochloridum, Cetylpyridinii chloridum",3 mg/1 mg,16 pcs,,17-0203-02,2019-12-30,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,"Seretide Diskus 50/250 micrograms/dose inhalation powder, pre-dispensed","Salmeterolum, Fluticasoni propionas",50 µg/250 µg/dose,180 pcs,,00-0934-02,2018-09-26,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,"Seretide Diskus 50/500 micrograms/dose inhalation powder, pre-dispensed","Salmeterolum, Fluticasoni propionas",50 µg/500 µg/dose,180 pcs,,00-0935-02,2018-10-17,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,"Serevent Diskus 50 micrograms/dose inhalation powder, pre-dispensed",Salmeterolum,50 µg,60 pcs,R03AC12,99-1049-01,2021-10-19,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,"Serkep 25/125 microgram/dose pressurised inhalation, suspension","Salmeterolum, Fluticasoni propionas",25 µg/125 µg/dose,120 pcs,,16-0255-01,2024-05-21,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,"Serkep 25/250 microgram/dose pressurised inhalation, suspension","Salmeterolum, Fluticasoni propionas",25 µg/250 µg/dose,120 pcs,,16-0256-01,2024-06-30,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sermion 5 mg coated tablets,Nicergolinum,5 mg,30 pcs,,99-0124-01,2026-01-14,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sertralin Actavis 50 mg film-coated tablets,Sertralinum,50 mg,28 pcs,,06-0026-01,2025-06-26,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sertraline Lannacher 100 mg film-coated tablets,Sertralini hydrochloridum,100 mg,30 pcs,,05-0218-04,2021-12-01,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sevelamer carbonate Sandoz 800 mg film-coated tablets,Sevelameri carbonas,800 mg,180 pcs,V03AE02,14-0151-01,2025-08-22,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sidretella 0.03 mg/3 mg film-coated tablets,"Ethinylestradiolum, Drospirenonum","0,03 mg/3 mg",21 pcs,,10-0028-01,2023-10-19,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Signifor,Pasireotidum,"0,6 mg/1 ml",60 pcs,,EU/1/12/753/008,2017-01-27,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sildenafil ratiopharm,Sildenafilum,50 mg,2 pcs,G04BE03,EU/1/09/603/014,2017-01-06,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sildenafil ratiopharm,Sildenafilum,100 mg,4 pcs,G04BE03,EU/1/09/603/010,2020-01-20,2030-04-01,shortage,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sildenafil ratiopharm,Sildenafilum,100 mg,2 pcs,G04BE03,EU/1/09/603/015,2017-07-04,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Simponi,Golimumabum,100 mg/1 ml,1 pc,L04AB06,EU/1/09/546/005,2016-07-07,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Simulect,Basiliximabum,10 mg/5 ml,1 pc,L04AC02,EU/1/98/084/002,2018-02-14,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Singulair mini 4 mg granules,Montelukastum,4 mg,28 pcs,R03DC03,02-0351-01,2025-05-16,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sirdalud 4 mg tablets,Tizanidinum,4 mg,30 pcs,,00-0449-01,2026-02-25,2026-03-31,shortage,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sitagliptin Grindeks 25 mg film-coated tablets,Sitagliptinum,25 mg,28 pcs,A10BH01,22-0006-01,2025-08-25,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sitagliptin Sandoz 100 mg film-coated tablets,Sitagliptinum,100 mg,28 pcs,A10BH01,22-0049-11,2025-10-31,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sitagliptin Sandoz 50 mg film-coated tablets,Sitagliptinum,50 mg,28 pcs,A10BH01,22-0048-11,2025-08-22,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sitagliptin/Metformin hydrochloride Sandoz 50 mg/1000 mg film-coated tablets,"Sitagliptinum, Metformini hydrochloridum",50 mg/1000 mg,56 pcs,,22-0051-12,2025-08-22,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sitagliptin/Metformin hydrochloride Sandoz 50 mg/850 mg film-coated tablets,"Sitagliptinum, Metformini hydrochloridum",50 mg/850 mg,56 pcs,,22-0050-12,2025-08-22,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sitagliptin/Metformin hydrochloride Teva 50 mg/850 mg film-coated tablets,"Sitagliptinum, Metformini hydrochloridum",50 mg/850 mg,56 pcs,,22-0018-04,2024-03-28,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Skinoren 20% cream,Acidum azelaicum,6 g/30 g,1 pc,,I000809-01,2019-10-15,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Skinoren 20% cream,Acidum azelaicum,6 g/30 g,1 pc,,I001304-01,2022-09-07,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Skinoren 200 mg/g cream,Acidum azelaicum,6 g/30 g,1 pc,,94-0170-01,2021-09-09,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Skyrizi,Risankizumabum,"75 mg/0,83 ml",2 pcs,L04AC18,EU/1/19/1361/001,2021-10-31,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Smiltsērkšķu eļļa 500 mg supozitoriji,Hippopheae oleum,500 mg,10 pcs,,00-0420-02,2025-03-10,2028-12-21,shortage,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sobycor 10 mg film-coated tablets,Bisoprololi fumaras,10 mg,90 pcs,C07AB07,14-0035-09,2017-05-24,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sobycor 10 mg film-coated tablets,Bisoprololi fumaras,10 mg,30 pcs,C07AB07,14-0035-04,2019-12-30,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sobycor 2.5 mg film-coated tablets,Bisoprololi fumaras,"2,5 mg",30 pcs,C07AB07,14-0033-04,2019-12-30,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sobycor 2.5 mg film-coated tablets,Bisoprololi fumaras,"2,5 mg",90 pcs,C07AB07,14-0033-09,2017-05-24,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sobycor 5 mg film-coated tablets,Bisoprololi fumaras,5 mg,30 pcs,C07AB07,14-0034-04,2019-12-30,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Soliris,Eculizumabum,300 mg/30 ml,1 pc,L04AJ01,EU/1/07/393/001-P01,2025-02-03,2029-12-31,shortage,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sollazon 100 mg tablets,Cilostazolum,100 mg,56 pcs,,14-0015-02,2025-02-24,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Solu-Medrol 250 mg powder and solvent for solution for injection,Methylprednisolonum,250 mg/4 ml,1 pc,,03-0511-01,2021-11-26,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Solu-Medrol 40 mg powder and solvent for solution for injection,Methylprednisolonum,40 mg/1 ml,1 pc,,03-0509-01,2026-02-01,2026-03-30,shortage,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sorafenib Zentiva 200 mg film-coated tablets,Sorafenibum,200 mg,112 pcs,L01EX02,20-0088-01,2026-03-10,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sortis 10 mg chewable tablets,Atorvastatinum,10 mg,30 pcs,C10AA05,10-0403-01,2020-01-01,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sortis 20 mg chewable tablets,Atorvastatinum,20 mg,30 pcs,C10AA05,10-0404-01,2017-03-14,,shortage - end date unknown,2026-03-12T15:53:49.349141
LV,Latvia,ZVA,Sorvasta 10 mg film-coated tablets,Rosuvastatinum,10 mg,28 pcs,C10AA07,11-0027-04,2022-04-12,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Sorvasta 10 mg film-coated tablets,Rosuvastatinum,10 mg,90 pcs,C10AA07,11-0027-09,2021-12-22,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Sorvasta 15 mg film-coated tablets,Rosuvastatinum,15 mg,28 pcs,C10AA07,11-0028-04,2022-09-07,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Sorvasta 20 mg film-coated tablets,Rosuvastatinum,20 mg,28 pcs,C10AA07,11-0029-04,2022-12-22,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Sorvasta 20 mg film-coated tablets,Rosuvastatinum,20 mg,90 pcs,C10AA07,11-0029-09,2023-04-11,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Sorvasta 30 mg film-coated tablets,Rosuvastatinum,30 mg,28 pcs,C10AA07,11-0030-04,2022-09-07,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Sorvasta 40 mg film-coated tablets,Rosuvastatinum,40 mg,28 pcs,C10AA07,11-0031-04,2023-04-11,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Spasmalgon 500 mg/5 mg/0.1 mg tablets,"Metamizolum natricum, Pitofenoni hydrochloridum, Fenpiverini bromidum",1 UD,20 pcs,N02BB02,00-0777-01,2019-06-20,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Spazgan 40 mg tablets,Drotaverini hydrochloridum,40 mg,12 pcs,,05-0277-01,2016-10-31,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Spravato,Esketaminum,"28 mg/0,2 ml",2 pcs,,EU/1/19/1410/002,2026-01-01,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Sprycel,Dasatinibum,50 mg,60 pcs,L01EA02,EU/1/06/363/002,2025-06-01,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Stalevo,"Levodopum, Carbidopum, Entacaponum",1 UD,100 pcs,N04BA03,EU/1/03/260/003,2017-01-01,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Stalevo,"Levodopum, Carbidopum, Entacaponum",1 UD,100 pcs,N04BA03,EU/1/03/260/036,2017-01-01,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Stalevo,"Levodopum, Carbidopum, Entacaponum",1 UD,100 pcs,N04BA03,EU/1/03/260/026,2017-01-01,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Staloral,Allergenum extractum,10 ml,5 pcs,,02-0155-03,2021-06-15,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Staloral,Allergenum extractum,10 ml,5 pcs,,02-0155-09,2021-03-01,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Stamaril powder and solvent for suspension for injection in pre-filled syringe,Vaccinum febris flavae vivum,"0,5 ml",10 pcs,,97-0411-05,2020-03-18,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Stelara,Ustekinumabum,"45 mg/0,5 ml",1 pc,L04AC05,EU/1/08/494/003,2024-03-01,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Stelara,Ustekinumabum,90 mg/1 ml,1 pc,L04AC05,EU/1/08/494/004,2024-03-01,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Stilnox 10 mg film-coated tablets,Zolpidemi tartras,10 mg,20 pcs,N05CF02,99-1021-01,2021-07-01,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Stocrin,Efavirenzum,600 mg,30 pcs,J05AG03,EU/1/99/111/008-P01,2020-08-18,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Suboxone,"Buprenorphinum, Naloxonum","2 mg/0,5 mg",7 pcs,N07BC51,EU/1/06/359/001,2017-10-10,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Suboxone,"Buprenorphinum, Naloxonum",8 mg/2 mg,7 pcs,N07BC51,EU/1/06/359/003,2024-12-28,,leaving the market,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Subutex 8 mg sublingual tablets,Buprenorphini hydrochloridum,8 mg,7 pcs,,05-0402-01,2021-07-01,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Sunitinib Stada 50 mg hard capsules,Sunitinibum,50 mg,28 pcs,L01EX01,22-0012-01,2025-04-17,2030-12-31,shortage,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Sunitinib Teva 12.5 mg hard capsules,Sunitinibum,"12,5 mg",28 pcs,L01EX01,18-0054-01,2024-04-15,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Sunitinib Viatris 12.5 mg hard capsules,Sunitinibum,"12,5 mg",28 pcs,L01EX01,19-0060-01,2025-10-06,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Sunitinib Viatris 50 mg hard capsules,Sunitinibum,50 mg,28 pcs,L01EX01,19-0061-01,2024-11-08,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Suprastin 20 mg/ml solution for injection,Chloropyramini hydrochloridum,20 mg/ml,5 pcs,,00-0023-01,2020-02-24,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,Sutent,Sunitinibum,50 mg,30 pcs,L01EX01,EU/1/06/347/003,2017-04-06,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,"Symbicort Turbuhaler 80 micrograms/4.5 micrograms/inhalation, inhalation powder","Budesonidum, Formoteroli fumaras dihydricus","80 µg/4,5 µg/dose",120 pcs,R03AC13,10-0465-02,2021-12-31,,shortage - end date unknown,2026-03-12T15:53:49.622218
LV,Latvia,ZVA,"Symbicort Turbuhaler 80 micrograms/4.5 micrograms/inhalation, inhalation powder","Budesonidum, Formoteroli fumaras dihydricus","80 µg/4,5 µg/dose",60 pcs,R03AC13,10-0465-01,2021-12-31,,shortage - end date unknown,2026-03-12T15:53:49.622218
